PERMNO,date,NAMEENDT,SHRCD,TICKER,COMNAM,SHRCLS,TSYMBOL,PRIMEXCH,PERMCO,RCRDDT,ACPERM,ACCOMP,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,OPENPRC,NUMTRD,RETX
13511,2023-02-21,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,165.36000,169.20000,166.89000,9081822,-0.014119,166.89999,166.92999,168.50000,128078,-0.014119
13511,2023-02-22,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,182.30000,188.78850,187.75000,21031929,0.124993,187.77000,187.80000,182.37500,246985,0.124993
13511,2023-02-23,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,182.59000,188.98500,188.74001,12268629,0.005273,188.73000,188.75000,187.60001,157064,0.005273
13511,2023-02-24,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,184.41901,187.72000,186.63000,6205613,-0.011179,186.67000,186.70000,185.00000,79308,-0.011179
13511,2023-02-27,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,187.78000,192.47000,188.50999,4446072,0.010073,188.50999,188.61000,187.89000,69971,0.010073
13511,2023-02-28,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,188.06000,191.83000,188.37000,3983470,-0.000743,188.25000,188.42999,188.50999,63185,-0.000743
13511,2023-03-01,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,185.71001,188.20000,186.94000,3183579,-0.007591,186.92999,187.00000,186.88000,52105,-0.007591
13511,2023-03-02,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,185.50000,191.03000,189.85001,3701424,0.015567,189.80000,189.82001,186.50000,64842,0.015567
13511,2023-03-03,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,188.67500,192.84000,191.59000,4504681,0.009165,191.56000,191.60001,190.14999,72466,0.009165
13511,2023-03-06,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,186.85001,190.39999,187.91000,4113470,-0.019208,187.91000,188.00000,187.72000,61247,-0.019208
13511,2023-03-07,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,186.70000,189.47000,187.20000,3030369,-0.003778,187.21001,187.22000,187.78000,52146,-0.003778
13511,2023-03-08,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,186.16000,189.14999,188.38000,5010450,0.006303,188.37000,188.39999,188.05000,57876,0.006303
13511,2023-03-09,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,184.24001,189.42999,184.42000,2621792,-0.021021,184.42000,184.46001,188.38000,51635,-0.021021
13511,2023-03-10,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,182.50000,187.00000,185.71001,5053150,0.006995,185.71001,185.72000,184.81000,82049,0.006995
13511,2023-03-13,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,182.67999,188.49001,185.89999,5585151,0.001023,185.89000,185.99001,184.14000,87947,0.001023
13511,2023-03-14,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,182.86000,188.21550,184.48000,4894572,-0.007639,184.48000,184.62000,186.73000,72917,-0.007639
13511,2023-03-15,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,181.63000,184.37000,183.80000,2920795,-0.003686,183.81000,183.94000,182.15500,55946,-0.003686
13511,2023-03-16,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,182.67000,190.00000,189.77000,4310674,0.032481,189.72000,189.73000,184.50000,67319,0.032481
13511,2023-03-17,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,187.57001,191.46001,189.12000,3761804,-0.003425,189.12000,189.14999,189.67000,48211,-0.003425
13511,2023-03-20,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,186.88000,190.20000,189.42999,3122865,0.001639,189.42999,189.59000,187.99001,40034,0.001639
13511,2023-03-21,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,190.50000,194.92000,194.49001,4723275,0.026712,194.49001,194.56000,191.30000,65021,0.026712
13511,2023-03-22,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,190.75000,195.81000,190.89000,3525511,-0.018510,190.80000,190.89999,194.20000,54246,-0.018510
13511,2023-03-23,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,192.65970,196.12000,193.89000,3660240,0.015716,193.86000,193.92999,193.39999,49321,0.015716
13511,2023-03-24,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,190.89000,193.57500,191.55000,2337600,-0.012069,191.55000,191.64000,192.89000,41607,-0.012069
13511,2023-03-27,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,191.64999,194.58000,192.53000,2470611,0.005116,192.50999,192.66000,192.00000,39353,0.005116
13511,2023-03-28,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,189.84000,193.31000,190.75999,2343494,-0.009193,190.77000,190.81000,191.83000,38191,-0.009193
13511,2023-03-29,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,190.35001,192.89999,192.19000,2464311,0.007496,192.17999,192.19000,192.73000,37724,0.007496
13511,2023-03-30,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,192.03000,195.11000,193.57001,2082088,0.007180,193.53000,193.60001,193.90800,39485,0.007180
13511,2023-03-31,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,194.03999,200.30000,199.74001,4173761,0.031875,199.73000,199.74001,194.50000,66956,0.031875
13511,2023-04-03,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,195.59000,198.91000,196.33000,2653068,-0.017072,196.25000,196.35001,198.00999,46985,-0.017072
13511,2023-04-04,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,195.86000,198.49001,196.56000,1809620,0.001171,196.55000,196.61000,197.28500,31410,0.001171
13511,2023-04-05,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,191.91000,196.80000,194.17999,2701703,-0.012108,194.25000,194.25999,196.75999,46453,-0.012108
13511,2023-04-06,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,188.72020,192.31000,191.92999,2918456,-0.011587,191.92999,191.95000,191.80000,49518,-0.011587
13511,2023-04-10,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,188.83000,193.70990,192.62000,2263610,0.003595,192.53999,192.62000,190.10001,42769,0.003595
13511,2023-04-11,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,190.25999,193.70000,192.81000,1719039,0.000986,192.77000,192.82001,190.72000,36660,0.000986
13511,2023-04-12,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,193.42999,196.81000,195.28000,2529921,0.012811,195.25000,195.34000,195.05000,43261,0.012811
13511,2023-04-13,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,196.09000,198.66000,197.87000,2099379,0.013263,197.86000,197.89999,196.49001,40230,0.013263
13511,2023-04-14,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,192.60001,199.87000,199.44000,3753173,0.007935,199.44000,199.49001,193.85001,64020,0.007935
13511,2023-04-17,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,198.85001,202.96001,201.16000,2391681,0.008624,201.13000,201.19000,199.99001,44461,0.008624
13511,2023-04-18,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,199.85500,203.44000,200.00000,1511339,-0.005767,199.91000,199.99001,203.17000,32040,-0.005767
13511,2023-04-19,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,194.96500,199.69000,195.32001,2474476,-0.023400,195.31000,195.36000,197.95000,44716,-0.023400
13511,2023-04-20,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,191.20000,193.89999,192.27000,3064363,-0.015615,192.25000,192.36000,193.13000,50760,-0.015615
13511,2023-04-21,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,191.17000,194.42000,193.25000,1993837,0.005097,193.30000,193.35001,192.27000,30827,0.005097
13511,2023-04-24,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,190.41000,194.74001,191.95000,1851169,-0.006727,191.92999,192.03000,193.03999,31270,-0.006727
13511,2023-04-25,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,182.18500,188.61000,182.57001,3828244,-0.048867,182.50999,182.58000,188.17999,69102,-0.048867
13511,2023-04-26,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,182.73000,185.49001,183.78999,2616441,0.006682,183.74001,183.80000,184.67000,48590,0.006682
13511,2023-04-27,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,183.44000,186.13000,185.12000,2625386,0.007237,185.07001,185.10001,185.28000,38047,0.007237
13511,2023-04-28,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,181.00999,183.99001,182.46001,3933339,-0.014369,182.49001,182.50000,183.89999,61679,-0.014369
13511,2023-05-01,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,179.71001,185.23990,183.30000,3949660,0.004604,183.20000,183.24001,180.66000,69571,0.004604
13511,2023-05-02,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,176.30251,183.12000,176.89000,6728946,-0.034970,176.78999,176.89000,181.37000,87899,-0.034970
13511,2023-05-03,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,176.35001,180.53999,177.66000,3393937,0.004353,177.66000,177.71001,177.00999,55764,0.004353
13511,2023-05-04,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,177.09000,180.69991,179.00999,2893667,0.007599,179.00000,179.03999,178.63000,45662,0.007599
13511,2023-05-05,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,179.14000,184.73000,183.92999,3161801,0.027484,183.96001,183.99001,179.24001,52840,0.027484
13511,2023-05-08,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,187.92999,192.20000,191.52000,3811289,0.041266,191.44000,191.52000,188.00000,67652,0.041266
13511,2023-05-09,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,192.39000,197.06000,195.84000,3846036,0.022556,195.83000,195.88000,192.64000,66021,0.022556
13511,2023-05-10,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,197.00000,201.52000,199.39999,2648644,0.018178,199.36000,199.39999,197.12500,53529,0.018178
13511,2023-05-11,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,196.57001,200.84000,197.17999,2999141,-0.011133,197.19000,197.32001,200.55000,39616,-0.011133
13511,2023-05-12,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,196.82001,199.37000,199.30000,3001272,0.010752,199.31000,199.37000,198.64999,48627,0.010752
13511,2023-05-15,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,190.67000,198.54500,193.00000,6894143,-0.031611,192.95000,193.00000,198.30000,82684,-0.031611
13511,2023-05-16,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,188.86000,192.80000,191.42999,4846572,-0.008135,191.42999,191.44000,190.28000,55713,-0.008135
13511,2023-05-17,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,190.10001,193.12000,191.52000,3406940,0.000470,191.52000,191.55000,192.31000,49333,0.000470
13511,2023-05-18,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,186.75000,191.49001,189.72000,5193848,-0.009399,189.73000,189.78000,191.00000,80738,-0.009399
13511,2023-05-19,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,188.32001,192.38000,188.66000,4205892,-0.005587,188.59000,188.61000,190.87000,67546,-0.005587
13511,2023-05-22,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,188.30420,192.97000,192.11000,5865309,0.018287,192.11000,192.22000,189.47000,80631,0.018287
13511,2023-05-23,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,188.83000,193.20000,189.74001,9597678,-0.012337,189.75999,189.88000,191.56000,135073,-0.012337
13511,2023-05-24,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,194.08000,207.37990,204.31000,16988139,0.076789,204.25999,204.28000,196.23000,199461,0.076789
13511,2023-05-25,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,202.60001,208.87000,207.98000,6096025,0.017963,207.97000,207.98000,206.26500,98424,0.017963
13511,2023-05-26,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,208.19000,217.05000,211.70000,6355118,0.017886,211.67999,211.71001,208.37000,107113,0.017886
13511,2023-05-30,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,211.42000,219.50000,212.48000,5527575,0.003684,212.47000,212.48000,216.00000,97120,0.003684
13511,2023-05-31,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,211.63000,216.25740,213.39000,5560671,0.004283,213.17999,213.34000,212.25000,70784,0.004283
13511,2023-06-01,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,210.12000,218.27499,216.78999,4356825,0.015933,216.73000,216.78000,211.00000,77790,0.015933
13511,2023-06-02,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,215.05000,219.92500,217.24001,4691574,0.002076,217.16000,217.24001,217.06000,78917,0.002076
13511,2023-06-05,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,223.09000,230.17999,226.78999,13722171,0.043961,226.67999,226.78000,226.47000,172868,0.043961
13511,2023-06-06,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,223.83420,226.86000,224.72000,5387807,-0.009127,224.62000,224.69000,225.35001,84606,-0.009127
13511,2023-06-07,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,216.17000,225.91000,216.25000,7107321,-0.037691,216.25000,216.25999,225.74001,117369,-0.037691
13511,2023-06-08,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,216.25000,223.03990,222.82001,5002596,0.030382,222.75000,222.80000,216.62000,83093,0.030382
13511,2023-06-09,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,219.31000,224.78000,220.10001,4941033,-0.012207,220.11000,220.20000,222.82001,85891,-0.012207
13511,2023-06-12,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,220.55000,229.28999,229.14000,5404289,0.041072,229.13000,229.20000,220.91000,96986,0.041072
13511,2023-06-13,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,229.20000,234.50000,233.63000,5914051,0.019595,233.61000,233.63000,231.50000,93642,0.019595
13511,2023-06-14,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,232.66000,239.63000,238.56000,5626870,0.021102,238.56000,238.58000,232.66000,97889,0.021102
13511,2023-06-15,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,236.21001,244.86000,243.80000,6438742,0.021965,243.66000,243.78999,236.21001,103793,0.021965
13511,2023-06-16,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,242.07001,247.70000,246.53000,54758751,0.011198,246.52000,246.53000,247.40500,174066,0.011198
13511,2023-06-20,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,238.17000,245.05000,241.60001,7882287,-0.019998,241.59000,241.60001,244.21001,123227,-0.019998
13511,2023-06-21,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,237.20000,242.42999,238.92000,5275734,-0.011093,238.86000,238.94000,241.22000,81414,-0.011093
13511,2023-06-22,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,238.36000,249.25999,249.14999,6445037,0.042818,249.14000,249.14999,238.91000,98650,0.042818
13511,2023-06-23,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,243.75000,248.64999,243.94000,5640749,-0.020911,243.88000,243.99001,246.83501,76948,-0.020911
13511,2023-06-26,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,243.42000,250.55000,243.80000,4603863,-0.000574,243.80000,243.83000,245.83000,76483,-0.000574
13511,2023-06-27,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,244.16000,253.50999,251.59000,6992194,0.031952,251.42999,251.48000,244.25999,90965,0.031952
13511,2023-06-28,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,247.83000,255.42000,253.41000,3898754,0.007234,253.42000,253.42999,248.75999,67951,0.007234
13511,2023-06-29,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,251.06000,254.89000,253.33000,2579351,-0.000316,253.33000,253.37000,252.86000,49708,-0.000316
13511,2023-06-30,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,252.38000,256.82999,255.50999,3382468,0.008605,255.50000,255.50999,255.49001,57989,0.008605
13511,2023-07-03,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,252.53999,255.44000,254.64000,1734177,-0.003405,254.67000,254.75999,255.10001,35238,-0.003405
13511,2023-07-05,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,252.10001,258.88000,257.88000,3937711,0.012724,257.84000,257.85001,253.09000,51660,0.012724
13511,2023-07-06,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,250.75000,255.53500,253.39999,3231831,-0.017372,253.39999,253.47000,254.08000,58368,-0.017372
13511,2023-07-07,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,247.06000,253.08000,247.59000,3664992,-0.022928,247.53000,247.60001,252.00000,68268,-0.022928
13511,2023-07-10,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,246.89040,251.25000,247.47000,4298995,-0.000485,247.50000,247.50999,248.96001,72537,-0.000485
13511,2023-07-11,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,246.27000,250.99001,250.23000,2749485,0.011153,250.17999,250.21001,248.57500,54406,0.011153
13511,2023-07-12,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,231.81000,251.88000,232.64000,17667090,-0.070295,232.64999,232.66000,251.14000,265945,-0.070295
13511,2023-07-13,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,234.52000,243.70000,239.00999,9335294,0.027381,238.94000,239.00000,236.28999,128592,0.027381
13511,2023-07-14,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,238.08000,242.83000,241.25999,5708380,0.009414,241.25999,241.30000,238.50000,73918,0.009414
13511,2023-07-17,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,240.97000,250.77000,250.05000,5775938,0.036434,250.02000,250.05000,240.97000,75371,0.036434
13511,2023-07-18,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,245.57001,250.22000,248.34000,3472722,-0.006839,248.25000,248.31000,249.94000,61542,-0.006839
13511,2023-07-19,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,245.07001,250.25000,246.00000,3207028,-0.009423,245.98000,246.11000,248.89000,58280,-0.009423
13511,2023-07-20,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,241.20000,247.52991,242.05000,2953971,-0.016057,242.00000,242.05000,243.99001,62652,-0.016057
13511,2023-07-21,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,243.06000,246.38750,243.82001,7315289,0.007313,243.73000,243.82001,244.49001,55234,0.007313
13511,2023-07-24,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,239.74001,245.99001,243.33000,2493508,-0.002010,243.32001,243.37000,243.82001,45858,-0.002010
13511,2023-07-25,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,242.73000,246.85001,242.91000,2288263,-0.001726,242.84000,242.87000,245.00000,45345,-0.001726
13511,2023-07-26,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,238.87000,248.64990,245.00999,3609291,0.008645,244.95000,245.00999,239.71001,49020,0.008645
13511,2023-07-27,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,243.24730,249.83000,245.28000,3073922,0.001102,245.28000,245.34000,248.00000,49077,0.001102
13511,2023-07-28,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,244.81000,249.28999,248.44000,2084977,0.012883,248.39000,248.44000,247.50000,40245,0.012883
13511,2023-07-31,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,247.72009,253.34000,249.96001,2267970,0.006118,250.00000,250.02000,250.00000,45615,0.006118
13511,2023-08-01,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,248.00999,254.03000,253.17000,2313724,0.012842,253.17000,253.25999,249.89000,47374,0.012842
13511,2023-08-02,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,234.03999,249.39999,236.17000,6254947,-0.067149,236.17000,236.17999,249.05000,121414,-0.067149
13511,2023-08-03,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,233.81000,238.75000,237.45000,3844792,0.005420,237.33000,237.41000,234.81000,71693,0.005420
13511,2023-08-04,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,213.35001,225.50000,218.32001,15189788,-0.080564,218.32001,218.34000,224.50000,237400,-0.080564
13511,2023-08-07,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,213.30000,219.45000,215.24001,8783735,-0.014108,215.20000,215.22000,219.07001,137949,-0.014108
13511,2023-08-08,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,208.02000,212.89999,211.48000,7549671,-0.017469,211.48000,211.50999,210.85001,111721,-0.017469
13511,2023-08-09,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,210.10001,213.78999,213.47000,3926525,0.009410,213.53000,213.53999,211.37000,62428,0.009410
13511,2023-08-10,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,212.89999,218.42000,214.06000,4451849,0.002764,214.07001,214.11000,216.33000,67843,0.002764
13511,2023-08-11,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,212.84000,220.45000,217.96001,3984125,0.018219,217.96001,217.97000,212.84000,72794,0.018219
13511,2023-08-14,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,215.50011,221.77000,219.34000,4098046,0.006331,219.34000,219.41000,218.44000,64569,0.006331
13511,2023-08-15,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,214.96001,219.53999,215.66000,2966642,-0.016778,215.70000,215.75000,218.49001,52599,-0.016778
13511,2023-08-16,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,213.58000,216.94000,213.97000,2947680,-0.007836,213.94000,213.95000,215.99001,48346,-0.007836
13511,2023-08-17,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,206.89000,213.00000,207.57001,5022860,-0.029911,207.52000,207.57001,213.00000,83141,-0.029911
13511,2023-08-18,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,201.17000,211.14000,209.69000,11373661,0.010213,209.83000,210.00999,202.02000,163978,0.010213
13511,2023-08-21,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,236.30000,246.30000,240.81000,20156368,0.148410,240.74001,240.77000,236.50000,254739,0.148410
13511,2023-08-22,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,231.03000,242.08501,234.56000,6026926,-0.025954,234.56000,234.64000,241.64999,94922,-0.025954
13511,2023-08-23,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,231.75999,237.24500,235.66000,3087076,0.004690,235.64000,235.66000,235.50999,51965,0.004690
13511,2023-08-24,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,226.92999,238.20000,227.45000,3222603,-0.034838,227.34000,227.39000,238.00000,57615,-0.034838
13511,2023-08-25,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,226.32001,232.02240,230.75999,2572521,0.014553,230.75999,230.82001,229.73000,52502,0.014553
13511,2023-08-28,,11,PANW,PALO ALTO NETWORKS INC,,PANW,Q,54139,,,,228.95000,233.08000,232.42000,2016049,0.007194,232.42000,232.53000,230.77000,40270,0.007194
