ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0000072971-23-000154	165533	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000072971-23-000153	160511	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000072971-23-000152	158719	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000072971-23-000151	164086	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0001728280-23-000005	164143	0001648711	028-16981			Baird Financial Group, Inc.
0000072971-23-000150	160750	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000072971-23-000149	155979	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000072971-23-000148	158518	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0001018331-23-000006	155129		028-2013			Harris Associates L.P
0001018331-23-000006	155130		028-00398			Loomis, Sayles & Company, L.P
0001018331-23-000006	155131		028-05840			Vaughan Neslon Investment Management, L.P.
0001018331-23-000006	155132		028-06538			AEW Capital Management, L.P.
0000891836-23-000018	165469		028-15666			KLP Enterprises, LLC
0000891836-23-000017	159613		028-15666			KLP Enterprises, LLC
0000950123-23-008281	158369		028-13120			Macquarie Group Limited
0001451623-23-000003	158907	0001445065	028-15560			BENJAMIN F. EDWARDS & COMPANY, INC.
0001455468-23-000003	163481		028-02462			Dean Investment Associates, LLC
0000769993-23-000353	166338	0001463217	028-13508			UNITED CAPITAL FINANCIAL ADVISERS, LLC
0000769993-23-000355	166685	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000769993-23-000358	164422	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000950103-23-012018	160250	0001671122	028-18539			Atairos Group, Inc.
0000950103-23-012022	164502	0001671176				Atairos Partners GP, Inc.
0000950103-23-012022	164501	0001671122	028-18539			Atairos Group, Inc.
0001082045-23-000003	157888	0000003520	028-00869	000106750	801-6709	FRED ALGER MANAGEMENT, LLC
0000769993-23-000354	157284	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000769993-23-000356	159994	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000950103-23-012021	159907	0001671122	028-18539			Atairos Group, Inc.
0001624489-23-000006	158915	0001386060	028-12484			Boston Partners
0001624489-23-000006	158914	0001538449	028-14623			Mawer Investment Management Ltd.
0001624489-23-000006	158913	0001364615	028-11964			Aperio Group, LLC
0001624489-23-000006	158912	0001591546	028-15835			Pacific Ridge Capital Partners, LLC
0001624489-23-000006	158911	0001310051	028-11012			Pier Capital, LLC
0001624489-23-000006	158910	0001341401	028-11487			River Road Asset Management, LLC
0001624489-23-000006	158909	0000938206	028-04207			DRIEHAUS CAPITAL MANAGEMENT LLC
0000950123-23-008266	155512					Deer Management Co. LLC
0000769993-23-000357	161134	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0001398344-23-014924	163100	0001695078	028-19635	000116978	801-61471	Ambassador Advisors, LLC
0000769993-23-000359	165806	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0001207017-23-000038	164774	0001692234	028-17598			Russell Investments Group, Ltd.
0000950123-23-008260	159238		028-16678			Anson Funds Management LP
0000950123-23-008254	160752					Deer Management Co. LLC
0000950123-23-008253	162818					Deer Management Co. LLC
0000950123-23-008252	155420					Deer Management Co. LLC
0000950123-23-008250	158799					Deer Management Co. LLC
0000950123-23-008247	164841					Deer Management Co. LLC
0000950123-23-008246	157597					Deer Management Co. LLC
0000950123-23-008243	156518					Deer Management Co. LLC
0001207017-23-000037	157918	0001207017	028-10469			LAZARD ASSET MANAGEMENT LLC
0000895345-23-000488	162178	0001603935	028-17342			Aviva Holdings Ltd.
0000950123-23-008238	166816		028-11062			Permit Capital, LLC
0000895345-23-000487	160347		028-17342			Aviva Holdings Ltd.
0000950123-23-008235	156169		028-05810			UNITED SERVICES AUTOMOBILE ASSOCIATION
0000950123-23-008229	157047		028-18608			SB INVESTMENT ADVISERS (UK) LTD
0000850401-23-000024	160838	0000850401	028-02494			TCW GROUP INC
0001772937-23-000007	156673	0001772937	028-19460			Tolleson Wealth Management, Inc.
0001546531-23-000011	165067	0001531879	028-14626			Teilinger Capital Ltd.
0001546531-23-000011	165068	0001546531	028-14937			Vitol Holding B.V.
0001172661-23-003193	159731	0001846644	028-21035	000161527		WestBridge Capital Management, LLC
0001172661-23-003192	155145	0001846644	028-21035	000161527		WestBridge Capital Management, LLC
0001172661-23-003191	166461	0001846644	028-21035	000161527		WestBridge Capital Management, LLC
0000950123-23-008224	164396		028-14321	000158120	801-74175	Coliseum Capital Management, LLC
0001172661-23-003190	160316	0001846644	028-21035	000161527		WestBridge Capital Management, LLC
0000950123-23-008222	160724		028-16211			SC US (TTGP), LTD.
0000919574-23-004839	160566	0001135121	028-06335	000137388	801-66569	BRANDYWINE MANAGERS, LLC
0001172661-23-003189	160033	0001846644	028-21035	000161527		WestBridge Capital Management, LLC
0000850401-23-000023	165145	0000850401	028-02494			TCW GROUP INC
0001546531-23-000010	157680	0001531879	028-14626			Teilinger Capital Ltd.
0001172661-23-003188	163540	0001846644	028-21035	000161527		WestBridge Capital Management, LLC
0000950123-23-008220	164708		028-14321	000158120	801-74175	Coliseum Capital Management, LLC
0000850401-23-000022	159483	0000850401	028-02494			TCW GROUP INC
0001772937-23-000006	160074	0001772937	028-19460			Tolleson Wealth Management, Inc.
0000850401-23-000020	159174	0000850401	028-02494			TCW GROUP INC
0000850401-23-000019	162654	0000850401	028-02494			TCW GROUP INC
0000850401-23-000019	162655	0001125816	028-06487			FIRST TRUST ADVISORS LP
0000950123-23-008212	157023		028-16211			SC US (TTGP), LTD.
0000893838-23-000064	155175	0001604873	028-16768			SUMMER ROAD LLC
0000919574-23-004836	161699	0001135121	028-06335	000137388	801-66569	BRANDYWINE MANAGERS, LLC
0000950123-23-008208	161866		028-16211			SC US (TTGP), LTD.
0001725950-23-000005	159733	0000720672	028-04621			STIFEL FINANCIAL CORP
0000948905-23-000004	159334	0000720672	028-04621			STIFEL FINANCIAL CORP
0000950123-23-008207	162245		028-16211			SC US (TTGP), LTD.
0000950123-23-008204	158901		028-15811			SC CHINA HOLDING Ltd
0000899140-23-000890	155914	0001127799	028-17038			Zurich Insurance Group Ltd/FI
0000950123-23-008199	158875		028-11416			Amundi
0001013594-23-000697	163345		028-10010	000127831	801-62794	PAULSON & CO. INC.
0000919574-23-004830	166052	0001135121	028-06335	000137388	801-66569	BRANDYWINE MANAGERS, LLC
0001085146-23-003443	157545	0001527781	028-14533			Gallagher Fiduciary Advisors, LLC
0001085146-23-003442	164735	0001527781	028-14533			Gallagher Fiduciary Advisors, LLC
0001085146-23-003441	158132	0001404574	028-14771	000156181	801-73162	683 Capital Management, LLC
0001172661-23-003181	159432	0001728850		000158272	801-74052	LSP Investment Advisors, LLC
0001599814-23-000006	165688		028-17598			Russell Investment Group, Ltd.
0000919574-23-004828	165744	0001358253	028-11896	000138306	801-65608	TIG Advisors, LLC
0000950123-23-008197	163484		028-16211			SC US (TTGP), LTD.
0001012975-23-000355	164775	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0001398344-23-014885	155404		028-10260	000111787	801-60188	Scout Investments, Inc.
0001398344-23-014885	155405		028-11338	000111242	801-60103	SSGA Funds Management Inc
0001398344-23-014885	155406		028-00115	000105496	801-856	Price T Rowe Associates Inc
0001398344-23-014885	155407		028-04557	000106595	801-15908	Wellington Management Group LLP
0001398344-23-014885	155403		028-10400	000109008	801-55618	Principal Real Estate Investors LLC
0001398344-23-014885	155408		028-10245	000110441	801-8162	Western Asset Management Company, LLC
0001398344-23-014885	155402		028-10106	000109002	801-55959	Principal Financial Group Inc
0001398344-23-014885	155401		028-10952	000104559	801-48187	Pacific Investment Management Co LLC
0001398344-23-014885	155400		028-20654	000298050	801-117402	Aristotle Pacific Capital LLC
0001398344-23-014885	155399		028-04968	000110045	801-17352	Massachusetts Financial Services Co (MFS)
0001398344-23-014885	155398		028-05267	000105390	801-32108	Macquarie Investment Management Business Trust
0001398344-23-014885	155397		028-11937	000107038	801-21011	J.P. Morgan Investment Management Inc.
0001398344-23-014885	155396		028-01343	000104652	801-13991	Janus Henderson Investors US LLC
0001398344-23-014885	155387		028-10562	000108477	801-56720	AllianceBernstein L.P.
0001398344-23-014885	155388		028-01091	000105778	801-8174	American Century Investment Management, Inc.
0001398344-23-014885	155389		028-12016	000108928	801-56972	Blackrock Investment Management, LLC
0001398344-23-014885	155390		028-12484	000124982	801-61786	Boston Partners
0001398344-23-014885	155391		028-11611	000137028	801-64710	Clearbridge Investments, LLC
0001398344-23-014885	155392		028-06154	000111376	801-53068	Franklin Mutual Advisers LLC
0001398344-23-014885	155393		028-00451	000133196	801-63658	FMR LLC
0001398344-23-014885	155394		028-10386	000115504	801-61117	Geode Capital Management, LLC
0001398344-23-014885	155395		028-00255	000105360	801-33949	Invesco Advisers, Inc.
0000919574-23-004826	159884	0001358253	028-11896	000138306	801-65608	TIG Advisors, LLC
0001013594-23-000695	158036		028-20282	000307151	801-119969	Elliott Investment Management L.P.
0000919574-23-004824	155679	0001317588	028-11161	000137183	801-65657	ABRAMS BISON INVESTMENTS, LLC
0000948905-23-000003	166577	0000720672	028-04621			STIFEL FINANCIAL CORP
0001725950-23-000004	166148	0000720672	028-04621			STIFEL FINANCIAL CORP
0001012975-23-000354	162180	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0001539497-23-001449	166922	0000921669	028-04333			ICAHN CARL C
0001013594-23-000694	155636		028-20282	000307151	801-119969	Elliott Investment Management L.P.
0000919574-23-004822	158146	0000728014	028-00154	000003994	801-5678	RUANE, CUNNIFF & GOLDFARB INC
0000919574-23-004822	158145	0001076598	028-04139	000104859	801-15930	EATON VANCE MANAGEMENT
0000919574-23-004822	158144	0000932859	028-04558	000114310	801-60485	PARAMETRIC PORTFOLIO ASSOCIATES LLC
0000919574-23-004822	158143	0000949743	028-05092	000106861	801-31832	WILLIAMS JONES & ASSOCIATES LLC
0000919574-23-004822	158142	0000860643	028-02635	000106114	801-41357	GARDNER RUSSO & QUINN LLC
0000919574-23-004822	158140	0000859872	028-02588	000105907	801-33347	KLINGENSTEIN FIELDS & CO LP
0000919574-23-004822	158141	0001021258	028-05814	000105343	801-15418	BALDWIN BROTHERS LLC/MA
0001539497-23-001448	166914	0000921669	028-04333			ICAHN CARL C
0001539497-23-001447	157639	0000921669	028-04333			ICAHN CARL C
0001539497-23-001446	161296	0000921669	028-04333			ICAHN CARL C
0001539497-23-001445	165103	0000921669	028-04333			ICAHN CARL C
0001539497-23-001444	163202	0000921669	028-04333			ICAHN CARL C
0001539497-23-001443	156611	0000921669	028-04333			ICAHN CARL C
0000950123-23-008191	156229		28-21923			Bain Capital Venture Partners 2012, L.P.
0000950123-23-008191	156228		28-13588			Bain Capital Venture Investors, LLC
0000950123-23-008188	163917		28-22975			Bain Capital Life Sciences III General Partner, LLC
0000950123-23-008190	163207		28-18477			Bain Capital Life Sciences Investors, LLC
0001012975-23-000353	159405	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0000950123-23-008188	163916		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-23-008189	157900		028-13588			Bain Capital Venture Investors, LLC
0000950123-23-008183	157226		28-21920			Bain Capital Venture Investors 2019, LLC
0000950123-23-008185	166516		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-23-008187	162227		28-19237			Bain Capital Venture Partners 2014, L.P.
0000950123-23-008187	162226		28-13588			Bain Capital Venture Investors, LLC
0000950123-23-008186	167041		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-23-008183	157225		28-13588			Bain Capital Venture Investors, LLC
0000950123-23-008180	161408		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-23-008180	161409		28-18476			Bain Capital Life Sciences Partners, LP
0000950123-23-008181	162093		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-23-008181	162094		28-22975			Bain Capital Life Sciences III General Partner, LLC
0000950123-23-008181	162095		28-22979			Bain Capital Life Sciences Fund III, L.P.
0000950123-23-008182	166376		028-16284	000153039	801-71338	Artemis Investment Management LLP
0000950123-23-008182	166377		028-11858	000121591	801-61491	Foyston, Gordon, & Payne Inc
0000950123-23-008182	166378		028-01185	000106274	801-15724	FRONTIER CAPITAL MANAGEMENT CO LLC
0000950123-23-008182	166379		028-04145	000121942	801-61559	GW&K Investment Management, LLC
0000950123-23-008182	166380		028-10955	000130949	801-63018	Genesis Investment Management, LLP
0000950123-23-008182	166381		028-04434	000104543	801-36845	HARDING LOEVNER LP
0000950123-23-008182	166382		028-11968	000134436	801-64053	MYCIO WEALTH PARTNERS, LLC
0000950123-23-008182	166383		028-05022	000316904	801-122618	Parnassus Investments, LLC
0000950123-23-008182	166384		028-04884	000105916	801-50177	RENAISSANCE GROUP LLC
0000950123-23-008182	166385		028-11487	000134918	801-64175	River Road Asset Management, LLC
0000950123-23-008182	166386		028-05015	000106146	801-48908	SYSTEMATIC FINANCIAL MANAGEMENT LP
0000950123-23-008182	166387		028-11289	000107545	801-27792	THIRD AVENUE MANAGEMENT LLC
0000950123-23-008182	166388		028-11092	000132694	801-63492	TimesSquare Capital Management, LLC
0000950123-23-008182	166389		028-01222	000006857	801-10669	Tweedy, Browne Co LLC
0000950123-23-008182	166390		028-10942	000130758	801-62911	Veritable, L.P.
0000950123-23-008182	166391		028-14794	000174314	801-89169	Veritas Asset Management LLP
0000950123-23-008182	166392		028-00262	000115119	801-60532	WELCH & FORBES LLC
0000950123-23-008182	166393		028-03760	000164420	801-76744	YACKTMAN ASSET MANAGEMENT LP
0000950123-23-008182	166375		028-11395	000153456	801-56365	AMG Funds LLC
0000950123-23-008178	159922		28-11185			Bain Capital Investors, LLC
0000950123-23-008179	165203		28-22979			Bain Capital Life Sciences Fund III, L.P.
0000950123-23-008179	165202		28-22975			Bain Capital Life Sciences III General Partner, LLC
0000950123-23-008179	165201		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-23-008177	159852		28-21922			Bain Capital Partners XI, L.P.
0000950123-23-008176	166920		28-22026			BCPE Eagle GP, LLC
0000950123-23-008176	166919		28-16158			Bain Capital Fund XI, L.P.
0000950123-23-008176	166918		28-21922			Bain Capital Partners XI, L.P.
0000950123-23-008176	166917		28-11185			Bain Capital Investors, LLC
0000950123-23-008179	165204		28-22968			Bain Capital Life Sciences Opportunities III GP, LLC
0000950123-23-008178	159923		028-22973			BCPE Seminole GP III LLC
0000950123-23-008174	165879		28-18474			BCPE Seminole GP LLC
0000950123-23-008174	165878		28-11185			Bain Capital Investors, LLC
0000950123-23-008177	159851		28-11185			Bain Capital Investors, LLC
0000950123-23-008175	160655		028-11185			Bain Capital Investors, LLC
0000950123-23-008173	161455		28-11185			Bain Capital Investors, LLC
0000950123-23-008172	163897		028-22974			BCPE Seminole GP II LLC
0000950123-23-008172	163896		028-11185			Bain Capital Investors, LLC
0000950123-23-008166	167173		28-20814			Bain Capital Life Sciences Fund II, L.P.
0000950123-23-008170	161219		28-11185			Bain Capital Investors, LLC
0000950123-23-008165	158050		28-11185			Bain Capital Investors, LLC
0000950123-23-008167	165943		28-16158			Bain Capital Fund XI, L.P.
0000950123-23-008167	165942		28-21922			Bain Capital Partners XI, L.P.
0000950123-23-008167	165941		28-11185			Bain Capital Investors, LLC
0000950123-23-008166	167172		28-20816			Bain Capital Life Sciences Investors II, LLC
0000950123-23-008166	167171		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-23-008168	159084		028-11185			Bain Capital Investors, LLC
0000950123-23-008169	165580		28-11185			Bain Capital Investors, LLC
0000950123-23-008167	165944		28-22031			BCPE Diamond GP, LLC
0000950123-23-008171	158138		28-11185			Bain Capital Investors, LLC
0000950123-23-008168	159086		028-16158			Bain Capital Fund XI, L.P.
0000950123-23-008168	159085		028-21922			Bain Capital Partners XI, L.P.
0000950123-23-008165	158051		28-18474			BCPE Seminole GP LLC
0000950123-23-008162	156361		28-13588			Bain Capital Venture Investors, LLC
0000950123-23-008163	159112		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-23-008161	162821		28-20813			Bain Capital Fund XII, L.P.
0000950123-23-008161	162820		28-20812			Bain Capital Partners XII, LLC
0000950123-23-008161	162819		28-11185			Bain Capital Investors, LLC
0000950123-23-008160	161863		28-16158			Bain Capital Fund XI, L.P.
0000950123-23-008160	161861		28-11185			Bain Capital Investors, LLC
0000950123-23-008160	161862		28-21922			Bain Capital Partners XI, L.P.
0000950123-23-008159	160432		28-13588			Bain Capital Venture Investors, LLC
0000950123-23-008158	158311		28-19238			Bain Capital Venture Coinvestment Partners,  L.P.
0000950123-23-008158	158310		28-13588			Bain Capital Venture Investors, LLC
0000950123-23-008156	166496		028-13588			Bain Capital Venture Investors, LLC
0000950123-23-008152	157482		28-22976			BCLS II Investco (GP), LLC
0000950123-23-008157	166083		28-20816			Bain Capital Life Sciences Investors II, LLC
0000950123-23-008155	157337		028-20811			BCPE Perception GP, LLC
0000950123-23-008154	158810		28-11185			Bain Capital Investors, LLC
0000950123-23-008154	158811		28-20812			Bain Capital Partners XII, LLC
0000950123-23-008155	157334		028-11185			Bain Capital Investors, LLC
0000950123-23-008155	157335		028-20812			Bain Capital Partners XII, LLC
0000950123-23-008155	157336		028-20813			Bain Capital Fund XII, L.P.
0000950123-23-008152	157481		28-20814			Bain Capital Life Sciences Fund II, L.P.
0000950123-23-008152	157480		28-20816			Bain Capital Life Sciences Investors II, LLC
0000950123-23-008152	157479		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-23-008157	166082		28-18477			Bain Capital Life Sciences Investors, LLC
0001493152-23-028529	157022	0001543170	028-16511	000163427	801-80025	SPRUCE HOUSE INVESTMENT MANAGEMENT LLC
0000950123-23-008151	159570		028-16211			SC US (TTGP), LTD.
0001104659-23-091398	165036	0001265131	028-15359			Hilltop Holdings Inc.
0000950123-23-008149	156805		028-16211			SC US (TTGP), LTD.
0001546531-23-000009	164768	0001531879	028-14626			Teilinger Capital Ltd.
0001104659-23-091392	156126	0001265131	028-15359			Hilltop Holdings Inc.
