REPORTCALENDARORQUARTER,FILINGMANAGER_NAME,VALUE
31-DEC-2024,Kings Path Partners LLC,75630
31-DEC-2024,"Kingsview Wealth Management, LLC",3852819
31-DEC-2024,"Knollwood Investment Advisory, LLC",9620136
31-DEC-2024,"Kohmann Bosshard Financial Services, LLC",46286
31-DEC-2024,Korea Investment CORP,108358277
31-DEC-2024,"Koss-Olinger Consulting, LLC",1502
31-DEC-2024,"Kovack Advisors, Inc.",2318060
31-DEC-2024,"Kovitz Investment Group Partners, LLC",15848282
31-DEC-2024,"Kozak & Associates, Inc.",19973
31-DEC-2024,Krane Funds Advisors LLC,297528
31-DEC-2024,L.M. KOHN & COMPANY,550360
31-DEC-2024,"L2 Asset Management, LLC",603830
31-DEC-2024,"LAFFER TENGLER INVESTMENTS, INC.",223487
31-DEC-2024,"LAKE STREET ADVISORS GROUP, LLC",2537311
31-DEC-2024,"LAKE STREET PRIVATE WEALTH, LLC",527065
31-DEC-2024,LAZARD ASSET MANAGEMENT LLC,11305
31-DEC-2024,"LAZARI CAPITAL MANAGEMENT, INC.",258050
31-DEC-2024,LBP AM SA,5337512
31-DEC-2024,LCM Capital Management Inc,2366463
31-DEC-2024,"LEAVELL INVESTMENT MANAGEMENT, INC.",4398792
31-DEC-2024,LEE DANNER & BASS INC,37815
31-DEC-2024,"LEGACY FINANCIAL GROUP, INC.",364007
31-DEC-2024,"LEVEL FOUR ADVISORY SERVICES, LLC",1373441
31-DEC-2024,"LIBERTY ONE INVESTMENT MANAGEMENT, LLC",479267
31-DEC-2024,LIBERTY SQUARE WEALTH PARTNERS LLC,426593
31-DEC-2024,LIBERTY WEALTH MANAGEMENT LLC,290185
31-DEC-2024,Keystone Financial Group,18419733
31-DEC-2024,Key Financial Inc,1624986
31-DEC-2024,"Key Client Fiduciary Advisors, LLC",657603
31-DEC-2024,"KRS Capital Management, LLC",679006
31-DEC-2024,KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,312486
31-DEC-2024,"KDT Advisors, LLC",544536
31-DEC-2024,"KESTRA PRIVATE WEALTH SERVICES, LLC",29831875
31-DEC-2024,KEYWISE CAPITAL MANAGEMENT (HK) Ltd,409680147
31-DEC-2024,KIECKHEFER GROUP LLC,11769162
31-DEC-2024,"KILEY JUERGENS WEALTH MANAGEMENT, LLC",1808540
31-DEC-2024,KING LUTHER CAPITAL MANAGEMENT CORP,2113859
31-DEC-2024,"KINGSWOOD WEALTH ADVISORS, LLC",2959477
31-DEC-2024,"KIRTLAND HILLS CAPITAL MANAGEMENT, LLC",2419933
31-DEC-2024,"KLCM Advisors, Inc.",302520
31-DEC-2024,KLINGENSTEIN FIELDS & CO LP,752367
31-DEC-2024,KLP KAPITALFORVALTNING AS,52033440
31-DEC-2024,"KRAEMATON INVESTMENT ADVISORS, INC",839947
31-DEC-2024,Kaizen Financial Strategies,555729
31-DEC-2024,Keudell/Morrison Wealth Management,418083
31-DEC-2024,Kapstone Financial Advisors LLC,2938518
31-DEC-2024,Kathleen S. Wright Associates Inc.,7563
31-DEC-2024,"Kathmere Capital Management, LLC",1364819
31-DEC-2024,Kaye Capital Management,226890
31-DEC-2024,"Keel Point, LLC",1054963
31-DEC-2024,"Kellett Wealth Advisors, LLC",226890
31-DEC-2024,Kennebec Savings Bank,45356
31-DEC-2024,Kentucky Retirement Systems,10466058
31-DEC-2024,"Kercheville Advisors, LLC",2037094
31-DEC-2024,"Kesler, Norman & Wride, LLC",1035317
31-DEC-2024,"Kessler Investment Group, LLC",7856747
31-DEC-2024,"Kestra Advisory Services, LLC",21877490
31-DEC-2024,"Kestra Investment Management, LLC",23899
31-DEC-2024,IQ EQ FUND MANAGEMENT (IRELAND) Ltd,4536363
31-DEC-2024,"INVESTMENT PARTNERS, LTD.",447503
31-DEC-2024,LM Advisors LLC,4380
31-DEC-2024,HBW ADVISORY SERVICES LLC,836619
31-DEC-2024,Gordian Capital Singapore Pte Ltd,305183
31-DEC-2024,"Gotham Asset Management, LLC",18315620
31-DEC-2024,"Gould Capital, LLC",2269
31-DEC-2024,"Grange Capital, LLC",5829092
31-DEC-2024,GraniteShares Advisors LLC,1511314
31-DEC-2024,Grant Private Wealth Management Inc,405452
31-DEC-2024,Graypoint LLC,877837
31-DEC-2024,"Greater Midwest Financial Group, LLC",3707761
31-DEC-2024,Greenwich Wealth Management LLC,16202
31-DEC-2024,"Ground Swell Capital, LLC",390856
31-DEC-2024,Grove Bank & Trust,396755
31-DEC-2024,Gryphon Financial Partners LLC,604868
31-DEC-2024,"Guardian Asset Advisors, LLC",948641
31-DEC-2024,Guardian Partners Inc.,1995728
31-DEC-2024,Guerra Advisors Inc,494268
31-DEC-2024,"Guided Capital Wealth Management, LLC",3825365
31-DEC-2024,Gulf International Bank (UK) Ltd,11992
31-DEC-2024,Gunderson Capital Management Inc.,11855986
31-DEC-2024,"HAGER INVESTMENT MANAGEMENT SERVICES, LLC",5326697
31-DEC-2024,"HANTZ FINANCIAL SERVICES, INC.",269
31-DEC-2024,"HAP Trading, LLC",8974025
31-DEC-2024,"HARBOR INVESTMENT ADVISORY, LLC",497948
31-DEC-2024,"HARBOUR INVESTMENTS, INC.",3943348
31-DEC-2024,"HARRELL INVESTMENT PARTNERS, LLC",208058
31-DEC-2024,HARTFORD INVESTMENT MANAGEMENT CO,9582548
31-DEC-2024,HARTLINE INVESTMENT CORP/,13839080
31-DEC-2024,"HAZLETT, BURT & WATSON, INC.",96
31-DEC-2024,"HB Wealth Management, LLC",4338584
31-DEC-2024,"HBC Financial Services, PLLC",3
31-DEC-2024,Goodman Financial Corp,378150
31-DEC-2024,"Good Life Advisors, LLC",1458828
31-DEC-2024,"Golden State Wealth Management, LLC",1588232
31-DEC-2024,Genus Capital Management Inc.,3229401
31-DEC-2024,GWN SECURITIES INC.,311746
31-DEC-2024,Gainplan LLC,114096
31-DEC-2024,"Gallagher Fiduciary Advisors, LLC",1092173
31-DEC-2024,"Game Plan Financial Advisors, LLC",1286345
31-DEC-2024,"Garde Capital, Inc.",3086
31-DEC-2024,Garden State Investment Advisory Services LLC,2754520
31-DEC-2024,"Garrett Wealth Advisory Group, LLC",227268
31-DEC-2024,Geller Advisors LLC,471326
31-DEC-2024,Gen-Wealth Partners Inc,236268
31-DEC-2024,"GenTrust, LLC",2773730
31-DEC-2024,Geneos Wealth Management Inc.,1089526
31-DEC-2024,"Generali Investments, Management Co LLC",4740867
31-DEC-2024,Generali Powszechne Towarzystwo Emerytalne,65175158
31-DEC-2024,"GeoWealth Management, LLC",76386
31-DEC-2024,Golden State Equity Partners,1569474
31-DEC-2024,Gerber Kawasaki Wealth & Investment Management,914444
31-DEC-2024,"Gibraltar Capital Management, Inc.",201403
31-DEC-2024,Gladstone Institutional Advisory LLC,4501422
31-DEC-2024,"Glen Eagle Advisors, LLC",93035
31-DEC-2024,Glenview Trust co,332015
31-DEC-2024,"Global Assets Advisory, LLC",808593
31-DEC-2024,"Global Financial Private Client, LLC",567981
31-DEC-2024,"Global Retirement Partners, LLC",4762443
31-DEC-2024,"Global Strategic Investment Solutions, LLC",1524625
31-DEC-2024,"Global Trust Asset Management, LLC",3517819
31-DEC-2024,"Global Wealth Management Investment Advisory, Inc.",285427
31-DEC-2024,Global Wealth Strategies & Associates,40916
31-DEC-2024,GoalVest Advisory LLC,4034785
31-DEC-2024,HBK Sorce Advisory LLC,3508774
31-DEC-2024,HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,71276662
31-DEC-2024,INVESTMENT HOUSE LLC,322108
31-DEC-2024,"HHM Wealth Advisors, LLC",390478
31-DEC-2024,Hexagon Capital Partners LLC,569116
31-DEC-2024,HighMark Wealth Management LLC,29638
31-DEC-2024,HighPoint Advisor Group LLC,7657665
31-DEC-2024,"HighTower Advisors, LLC",43771094
31-DEC-2024,Hodges Capital Management Inc.,16556000
31-DEC-2024,"Horizon Investments, LLC",5148134
31-DEC-2024,"Householder Group Estate & Retirement Specialist, LLC",539
31-DEC-2024,"Howard Capital Management Group, LLC",189075
31-DEC-2024,Howard Capital Management Inc.,882375
31-DEC-2024,"Hubbell Strickland Wealth Management, LLC",230293
31-DEC-2024,"Hudson Value Partners, LLC",218523
31-DEC-2024,"Hunting Hill Global Capital, LLC",7033590
31-DEC-2024,"Hurley Capital, LLC",48733
31-DEC-2024,Hyperion Asset Management Ltd,175923775
31-DEC-2024,"IAG Wealth Partners, LLC",12705
31-DEC-2024,IBEX WEALTH ADVISORS,13416846
31-DEC-2024,ICICI Prudential Asset Management Co Ltd,2147665
31-DEC-2024,"ICONIQ Capital, LLC",531377
31-DEC-2024,"IEQ CAPITAL, LLC",6710574
31-DEC-2024,"IFG Advisory, LLC",5346891
31-DEC-2024,"IFP Advisors, Inc",9483466
31-DEC-2024,"IHT Wealth Management, LLC",5835236
31-DEC-2024,"IMC-Chicago, LLC",1052865877
31-DEC-2024,"IMG Wealth Management, Inc.",91588
31-DEC-2024,"INSIGNEO ADVISORY SERVICES, LLC",3074787
31-DEC-2024,INTECH INVESTMENT MANAGEMENT LLC,43934753
31-DEC-2024,"INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC",14280837
31-DEC-2024,INTREPID CAPITAL MANAGEMENT INC,1559415
31-DEC-2024,INVESTMENT COUNSEL CO OF NEVADA,122824
31-DEC-2024,"Heritage Wealth Management, Inc. /CA/",2195085
31-DEC-2024,"Heritage Wealth Management, Inc.",393276
31-DEC-2024,Heritage Wealth Advisors,2571
31-DEC-2024,HTLF Bank,153907
31-DEC-2024,"HIGHLAND CAPITAL MANAGEMENT, LLC",1407928
31-DEC-2024,HIGHLINE WEALTH PARTNERS LLC,23218
31-DEC-2024,HM PAYSON & CO,26849
31-DEC-2024,"HMV Wealth Advisors, LLC",221445
31-DEC-2024,"HOEY INVESTMENTS, INC",14457356
31-DEC-2024,"HOHIMER WEALTH MANAGEMENT, LLC",416041
31-DEC-2024,HOLDERNESS INVESTMENTS CO,245192
31-DEC-2024,HOLLENCREST CAPITAL MANAGEMENT,5646611
31-DEC-2024,"HOWARD FINANCIAL SERVICES, LTD.",1101702
31-DEC-2024,"HOWARD WEALTH MANAGEMENT, LLC",2499193
31-DEC-2024,HOWE & RUSLING INC,435402
31-DEC-2024,HOWLAND CAPITAL MANAGEMENT LLC,434873
31-DEC-2024,HSBC HOLDINGS PLC,216787597
31-DEC-2024,"HUB Investment Partners, LLC",868712
31-DEC-2024,Hendershot Investments Inc.,529410
31-DEC-2024,Harbor Advisors LLC,831930
31-DEC-2024,"Harbour Capital Advisors, LLC",3156853
31-DEC-2024,Harbour Trust & Investment Management Co,155420
31-DEC-2024,Hartford Financial Management Inc.,94538
31-DEC-2024,"Harvest Fund Management Co., Ltd",18501
31-DEC-2024,"Harvest Investment Services, LLC",9616203
31-DEC-2024,"Haven Private, LLC",3432316
31-DEC-2024,Headlands Technologies LLC,2416984
31-DEC-2024,Heard Capital LLC,55965443
31-DEC-2024,Heartland Bank & Trust Co,1345760
31-DEC-2024,"Heck Capital Advisors, LLC",3328
31-DEC-2024,"Hedeker Wealth, LLC",28642408
31-DEC-2024,Hemington Wealth Management,68
31-DEC-2024,"LJI Wealth Management, LLC",3006925
31-DEC-2024,LMR Partners LLP,39327600
31-DEC-2024,GUYASUTA INVESTMENT ADVISORS INC,488948
31-DEC-2024,NewSquare Capital LLC,10134
31-DEC-2024,NEW MEXICO EDUCATIONAL RETIREMENT BOARD,7260
31-DEC-2024,NEW WAVE WEALTH ADVISORS LLC,817258
31-DEC-2024,NEW YORK LIFE INVESTMENT MANAGEMENT LLC,20799763
31-DEC-2024,NEW YORK STATE COMMON RETIREMENT FUND,79604
31-DEC-2024,NEW YORK STATE TEACHERS RETIREMENT SYSTEM,120797
31-DEC-2024,"NFP Retirement, Inc.",285488
31-DEC-2024,"NICOLET ADVISORY SERVICES, LLC",850704
31-DEC-2024,"NISA INVESTMENT ADVISORS, LLC",31610012
31-DEC-2024,NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,37241065
31-DEC-2024,NOMURA ASSET MANAGEMENT CO LTD,53660392
31-DEC-2024,NORDEA INVESTMENT MANAGEMENT AB,77506150
31-DEC-2024,NORDEN GROUP LLC,397209
31-DEC-2024,NORGES BANK,1360190878
31-DEC-2024,NORTH STAR ASSET MANAGEMENT INC,603452
31-DEC-2024,NORTHEAST INVESTMENT MANAGEMENT,245797
31-DEC-2024,"NORTHWEST WEALTH MANAGEMENT, LLC",219100
31-DEC-2024,NOVARE CAPITAL MANAGEMENT LLC,775208
31-DEC-2024,NTV Asset Management LLC,12824050
31-DEC-2024,"NVWM, LLC",978652
31-DEC-2024,NWAM LLC,2185300
31-DEC-2024,"Nadler Financial Group, Inc.",259789
31-DEC-2024,National Pension Service,373913330
31-DEC-2024,"National Wealth Management Group, LLC",1664616
31-DEC-2024,"Nearwater Capital Markets, Ltd",28759820
31-DEC-2024,Nemes Rush Group LLC,803493
31-DEC-2024,Neo Ivy Capital Management,5576
31-DEC-2024,New England Capital Financial Advisors LLC,13236
31-DEC-2024,New Insight Wealth Advisors,222579
31-DEC-2024,"NewEdge Advisors, LLC",45704463
31-DEC-2024,NEOS Investment Management LLC,19524414
31-DEC-2024,NBT BANK N A /NY,30252
31-DEC-2024,"NBC SECURITIES, INC.",335
31-DEC-2024,"Moloney Securities Asset Management, LLC",1334189
31-DEC-2024,"Mesirow Financial Investment Management, Inc.",751762
31-DEC-2024,"Metis Global Partners, LLC",5836596
31-DEC-2024,"Mezzasalma Advisors, LLC",319915
31-DEC-2024,"Midwest Professional Planners, LTD.",1769364
31-DEC-2024,"Millstone Evans Group, LLC",2042
31-DEC-2024,Minot DeBlois Advisors LLC,7563
31-DEC-2024,"Miracle Mile Advisors, LLC",1192988
31-DEC-2024,Mirador Capital Partners LP,776871
31-DEC-2024,Mitsubishi UFJ Trust & Banking Corp,68771796
31-DEC-2024,"Modera Wealth Management, LLC",1011929
31-DEC-2024,"Modern Wealth Management, LLC",888756
31-DEC-2024,"Modus Advisors, LLC",1713095
31-DEC-2024,"Moisand Fitzgerald Tamayo, LLC",11496
31-DEC-2024,Monaco Asset Management SAM,24579750
31-DEC-2024,NAVELLIER & ASSOCIATES INC,2568470
31-DEC-2024,Monument Capital Management,422620
31-DEC-2024,"Moors & Cabot, Inc.",8209183
31-DEC-2024,"Morse Asset Management, Inc",1824347
31-DEC-2024,Mosley Wealth Management,491880
31-DEC-2024,Moss Adams Wealth Advisors LLC,136891
31-DEC-2024,Murphy & Mullick Capital Management Corp,1347277
31-DEC-2024,"Murphy, Middleton, Hinkle & Parker, Inc.",279075
31-DEC-2024,"Mutual Advisors, LLC",4369589
31-DEC-2024,N.E.W. Advisory Services LLC,1671195
31-DEC-2024,NAPA WEALTH MANAGEMENT,302142
31-DEC-2024,"NAPLES GLOBAL ADVISORS, LLC",949157
31-DEC-2024,"NATIONS FINANCIAL GROUP INC, /IA/ /ADV",1655163
31-DEC-2024,NATIXIS,19693144
31-DEC-2024,"NewEdge Wealth, LLC",1510268
31-DEC-2024,"Newbridge Financial Services Group, Inc.",6102131
31-DEC-2024,"Meritas Wealth Management, LLC",368318
31-DEC-2024,"Newman Dignan & Sheerar, Inc.",333075
31-DEC-2024,Oak Thistle LLC,1485902
31-DEC-2024,"Oakwell Private Wealth Management, LLC",226890
31-DEC-2024,"Oakworth Capital, Inc.",105882
31-DEC-2024,"Octavia Wealth Advisors, LLC",1699179
31-DEC-2024,"Oder Investment Management, LLC",4960043
31-DEC-2024,"Old North State Wealth Management, LLC",216332
31-DEC-2024,"Olistico Wealth, LLC",226890
31-DEC-2024,Olympiad Research LP,278167
31-DEC-2024,"Omega Financial Group, LLC",416873
31-DEC-2024,"One Capital Management, LLC",449771
31-DEC-2024,"One River Asset Management, LLC",2231085
31-DEC-2024,"One Wealth Management Investment & Advisory Services, LLC",256234
31-DEC-2024,OneAscent Financial Services LLC,722
31-DEC-2024,OneAscent Wealth Management LLC,501
31-DEC-2024,OneDigital Investment Advisors LLC,2729335
31-DEC-2024,Onyx Bridge Wealth Group LLC,2241068
31-DEC-2024,Operose Advisors LLC,98319
31-DEC-2024,"Optas, LLC",382158
31-DEC-2024,Oriental Harbor Investment Fund,33499703
31-DEC-2024,Orion Capital Management LLC,1618482
31-DEC-2024,Orion Investment Co,8841903
31-DEC-2024,"Orion Portfolio Solutions, LLC",6090580
31-DEC-2024,"Outlook Wealth Advisors, LLC",237705
31-DEC-2024,"Owen LaRue, LLC",9672548
31-DEC-2024,"Owl Creek Asset Management, L.P.",28504947
31-DEC-2024,"Oxford Wealth Group, LLC",696704
31-DEC-2024,Oxinas Partners Wealth Management LLC,248066
31-DEC-2024,PANAGORA ASSET MANAGEMENT INC,125011020
31-DEC-2024,PARADIGM ASSET MANAGEMENT CO LLC,1512600
31-DEC-2024,Oak Harvest Investment Services,2172699
31-DEC-2024,OVERSEA-CHINESE BANKING Corp Ltd,595738
31-DEC-2024,OSTERWEIS CAPITAL MANAGEMENT INC,945
31-DEC-2024,OAK RIDGE INVESTMENTS LLC,654805
31-DEC-2024,"Next Level Wealth Planning, LLC",495377
31-DEC-2024,"Nikko Asset Management Americas, Inc.",515301096
31-DEC-2024,"Nilsine Partners, LLC",239596
31-DEC-2024,North Star Investment Management Corp.,486301
31-DEC-2024,"NorthRock Partners, LLC",2035430
31-DEC-2024,"Northstar Advisory Group, LLC",317343
31-DEC-2024,Northwest & Ethical Investments L.P.,7368
31-DEC-2024,Northwest Capital Management Inc,11430
31-DEC-2024,"NovaPoint Capital, LLC",688687
31-DEC-2024,Numerai GP LLC,733157
31-DEC-2024,"O'Dell Group, LLC",210781
31-DEC-2024,"O'Neil Global Advisors, Inc.",37908
31-DEC-2024,"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",12043548
31-DEC-2024,"OARSMAN CAPITAL, INC.",219630
31-DEC-2024,"ORG Wealth Partners, LLC",137493
31-DEC-2024,OCCUDO QUANTITATIVE STRATEGIES LP,666149
31-DEC-2024,ODDO BHF ASSET MANAGEMENT SAS,1569171
31-DEC-2024,OFI INVEST ASSET MANAGEMENT,1338115
31-DEC-2024,OLD NATIONAL BANCORP /IN/,302822
31-DEC-2024,OLD POINT TRUST & FINANCIAL SERVICES N A,8968130
31-DEC-2024,OLD SECOND NATIONAL BANK OF AURORA,22689
31-DEC-2024,OMERS ADMINISTRATION Corp,9251440
31-DEC-2024,"ONEFUND, LLC",396679
31-DEC-2024,OPPENHEIMER & CO INC,40310790
31-DEC-2024,OPTIMUM INVESTMENT ADVISORS,1399306
31-DEC-2024,ORACLE INVESTMENT MANAGEMENT INC,2155455
31-DEC-2024,OREGON PUBLIC EMPLOYEES RETIREMENT FUND,13291973
31-DEC-2024,ORG Partners LLC,2673863
31-DEC-2024,"Meriwether Wealth & Planning, LLC",264781
31-DEC-2024,"Merit Financial Group, LLC",11500373
31-DEC-2024,"LORD, ABBETT & CO. LLC",168300
31-DEC-2024,MCRAE CAPITAL MANAGEMENT INC,499158
31-DEC-2024,"Linden Thomas Advisory Services, LLC",4643455
31-DEC-2024,"Lion Street Advisors, LLC",1122126
31-DEC-2024,"Lionshead Wealth Management, LLC",1106089
31-DEC-2024,Liontrust Investment Partners LLP,4307734
31-DEC-2024,"Livforsakringsbolaget Skandia, Omsesidigt",1173702
31-DEC-2024,"Lloyd Advisory Services, LLC.",227722
31-DEC-2024,Lodestone Wealth Management LLC,669552
31-DEC-2024,Lokken Investment Group LLC,233092
31-DEC-2024,LongView Wealth Management,210100
31-DEC-2024,Longbow Finance SA,6576936
31-DEC-2024,Longitude (Cayman) Ltd.,6957960
31-DEC-2024,Louisiana State Employees Retirement System,20382285
31-DEC-2024,Luminist Capital LLC,21176
31-DEC-2024,Lynx Investment Advisory,304411
31-DEC-2024,"M Holdings Securities, Inc.",21600
31-DEC-2024,MACKENZIE FINANCIAL CORP,36152869
31-DEC-2024,MACQUARIE GROUP LTD,21456894
31-DEC-2024,MAGNOLIA CAPITAL ADVISORS LLC,801527
31-DEC-2024,MAI Capital Management,3226975
31-DEC-2024,"MAINSAIL ASSET MANAGEMENT, LLC",1007694
31-DEC-2024,MAINSTAY CAPITAL MANAGEMENT LLC /ADV,1682617
31-DEC-2024,MANCHESTER FINANCIAL INC,4865732
31-DEC-2024,MARIETTA INVESTMENT PARTNERS LLC,5811939
31-DEC-2024,"MARK SHEPTOFF FINANCIAL PLANNING, LLC",5677922
31-DEC-2024,MARSICO CAPITAL MANAGEMENT LLC,19289205
31-DEC-2024,MASSACHUSETTS FINANCIAL SERVICES CO /MA/,37873765
31-DEC-2024,"MATHER GROUP, LLC.",67339
31-DEC-2024,"MATTERN CAPITAL MANAGEMENT, LLC",344570
31-DEC-2024,MCDONALD PARTNERS LLC,226890
31-DEC-2024,"Lindbrook Capital, LLC",815367
31-DEC-2024,"Life Planning Partners, Inc",2039000
31-DEC-2024,"Lido Advisors, LLC",27557596
31-DEC-2024,"Lauer Wealth, LLC",610410
31-DEC-2024,LOS ANGELES CAPITAL MANAGEMENT LLC,62275481
31-DEC-2024,LPL Financial LLC,272288698
31-DEC-2024,"LRI Investments, LLC",48403
31-DEC-2024,"LVW Advisors, LLC",1882582
31-DEC-2024,LaFleur & Godfrey LLC,56062554
31-DEC-2024,"Lafayette Investments, Inc.",264705
31-DEC-2024,Laidlaw Wealth Management LLC,20576049
31-DEC-2024,"Laird Norton Wetherby Trust Company, LLC",950593
31-DEC-2024,"Laird Norton Wetherby Wealth Management, LLC",1353475
31-DEC-2024,Lane Generational LLC,11680373
31-DEC-2024,Larson Financial Group LLC,10732763
31-DEC-2024,"Latitude Advisors, LLC",409990
31-DEC-2024,"Lattice Capital Management, LLC",3100830
31-DEC-2024,Laurel Wealth Advisors LLC,8017
31-DEC-2024,"Lewis Asset Management, LLC",424133
31-DEC-2024,Lee Financial Co,206622
31-DEC-2024,"Leeward Financial Partners, LLC",788897
31-DEC-2024,"Left Brain Wealth Management, LLC",10495629
31-DEC-2024,"Legacy Advisors, LLC",423150
31-DEC-2024,"Legacy Bridge, LLC",4309398
31-DEC-2024,"Legacy Capital Wealth Partners, LLC",296091
31-DEC-2024,"Legacy Financial Advisors, Inc.",1375771
31-DEC-2024,"Legacy Financial Strategies, LLC",551068
31-DEC-2024,"Legacy Investment Solutions, LLC",82140
31-DEC-2024,Legacy Trust,258276
31-DEC-2024,"Legacy Wealth Managment, LLC/ID",82140
31-DEC-2024,"Legal Advantage Investments, Inc.",3842004
31-DEC-2024,"Leo Wealth, LLC",640016
31-DEC-2024,MCF Advisors LLC,1210232
31-DEC-2024,"MEANS INVESTMENT CO., INC.",7256056
31-DEC-2024,"Meridian Wealth Management, LLC",1595815
31-DEC-2024,MEEDER ASSET MANAGEMENT INC,5444452
31-DEC-2024,"Main Street Financial Solutions, LLC",1831890
31-DEC-2024,Main Street Research LLC,67894564
31-DEC-2024,Mainstream Capital Management LLC,15882
31-DEC-2024,Manchester Capital Management LLC,270453
31-DEC-2024,Mandatum Life Insurance Co Ltd,3010603
31-DEC-2024,"Marcum Wealth, LLC",229008
31-DEC-2024,Maridea Wealth Management LLC,328923
31-DEC-2024,"Mariner, LLC",33206646
31-DEC-2024,Marshall & Sterling Wealth Advisors Inc.,74571
31-DEC-2024,"Martin Investment Management, LLC",229915
31-DEC-2024,Maryland State Retirement & Pension System,8182032
31-DEC-2024,Mason & Associates Inc,1345987
31-DEC-2024,"MassMutual Private Wealth & Trust, FSB",382839
31-DEC-2024,Masso Torrence Wealth Management Inc.,353948
31-DEC-2024,"Mayfair Advisory Group, LLC",873375
31-DEC-2024,"Mayflower Financial Advisors, LLC",2142068
31-DEC-2024,"McAdam, LLC",515418
