REPORTCALENDARORQUARTER,FILINGMANAGER_NAME,VALUE
31-DEC-2024,"Financial Alternatives, Inc",286199
31-DEC-2024,"Financial Avengers, Inc.",6703042
31-DEC-2024,"Financial Connections Group, Inc.",591
31-DEC-2024,"Financial Council, LLC",4525121
31-DEC-2024,Financial Engines Advisors L.L.C.,55557006
31-DEC-2024,Fiduciary Planning LLC,3140845
31-DEC-2024,"Fiduciary Group, LLC",39410040
31-DEC-2024,Fiduciary Alliance LLC,42256108
31-DEC-2024,Fedenia Advisers LLC,3486648
31-DEC-2024,Family Management Corp,24606327
31-DEC-2024,Family Office Research LLC,675089
31-DEC-2024,Farmers & Merchants Trust Co of Chambersburg PA,5248
31-DEC-2024,Farrell Financial LLC,3521860
31-DEC-2024,"Farringdon Capital, Ltd.",1674198
31-DEC-2024,Farrow Financial Inc.,3315161
31-DEC-2024,"Farther Finance Advisors, LLC",50061099
31-DEC-2024,"Fee-Only Financial Planning, L.C.",516759
31-DEC-2024,"Fidelis Capital Partners, LLC",46920136
31-DEC-2024,FengHe Fund Management Pte. Ltd.,7460550
31-DEC-2024,Fenimore Asset Management Inc,600481
31-DEC-2024,Ferguson Shapiro LLC,1628504
31-DEC-2024,"Fermata Advisors, LLC",4853631
31-DEC-2024,"Fernwood Investment Management, LLC",5489195
31-DEC-2024,"Fi3 FINANCIAL ADVISORS, LLC",4412206
31-DEC-2024,Fidato Wealth LLC,1943115
31-DEC-2024,"FORTEM FINANCIAL GROUP, LLC",5000028
31-DEC-2024,FORTE ASSET MANAGEMENT LLC,5070585
31-DEC-2024,"Evolution Advisers, Inc.",164
31-DEC-2024,"FIRST AMERICAN TRUST, FSB",37092226
31-DEC-2024,"FDx Advisors, Inc.",4354
31-DEC-2024,"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC",391609082
31-DEC-2024,FERNBRIDGE CAPITAL MANAGEMENT LP,65417222
31-DEC-2024,"FF Advisors,LLC",3060221
31-DEC-2024,"FFG Partners, LLC",17617559
31-DEC-2024,FFT WEALTH MANAGEMENT LLC,6130824
31-DEC-2024,"FIDELIS iM, LLC",751
31-DEC-2024,FIDELITY D & D BANCORP INC,6982570
31-DEC-2024,"FIDUCIARY ADVISORS, INC.",38043
31-DEC-2024,"FIDUCIARY FAMILY OFFICE, LLC",2708981
31-DEC-2024,"FIDUCIARY FINANCIAL GROUP, LLC",3900133
31-DEC-2024,FIDUCIENT ADVISORS LLC,4953890
31-DEC-2024,FIGURE 8 INVESTMENT STRATEGIES LLC,6386148
31-DEC-2024,"FINANCIAL ADVISORY PARTNERS, LLC",5667489
31-DEC-2024,FINANCIAL COUNSELORS INC,298148273
31-DEC-2024,FINANCIAL MANAGEMENT NETWORK INC,6757643
31-DEC-2024,"FIRETHORN WEALTH PARTNERS, LLC",4103194
31-DEC-2024,FCG Investment Co,12989733
31-DEC-2024,FCA CORP /TX,2058306
31-DEC-2024,FC Advisory LLC,247537
31-DEC-2024,"FACT Capital, LP",30052108
31-DEC-2024,"Evolutionary Tree Capital Management, LLC",7241792
31-DEC-2024,Ewing Morris & Co. Investment Partners Ltd.,1536368
31-DEC-2024,Exchange Bank,3041135
31-DEC-2024,"Exchange Capital Management, Inc.",30305545
31-DEC-2024,"Executive Wealth Management, LLC",23153760
31-DEC-2024,"Exeter Financial, LLC",8308436
31-DEC-2024,F/M Investments LLC,101007703
31-DEC-2024,FACTORY MUTUAL INSURANCE CO,464985312
31-DEC-2024,"FAS Wealth Partners, Inc.",17554872
31-DEC-2024,"FAGAN ASSOCIATES, INC.",36083829
31-DEC-2024,"FAIRFIELD, BUSH & CO.",11560336
31-DEC-2024,"FAIRVIEW CAPITAL INVESTMENT MANAGEMENT, LLC",69070142
31-DEC-2024,FARLEY CAPITAL L.P.,21628008
31-DEC-2024,FARMERS & MERCHANTS INVESTMENTS INC,116243378
31-DEC-2024,FARMERS & MERCHANTS TRUST Co OF LONG BEACH,23436664
31-DEC-2024,FARMERS TRUST CO,24024657
31-DEC-2024,FIRST AMERICAN BANK,84056513
31-DEC-2024,"FIRST BUSINESS FINANCIAL SERVICES, INC.",7817982
31-DEC-2024,FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,882755207
31-DEC-2024,FIRST CITIZENS BANK & TRUST CO,99540175
31-DEC-2024,"FLAGSHIP WEALTH ADVISORS, LLC",1277318
31-DEC-2024,FLC Capital Advisors,8416940
31-DEC-2024,"FLORIDA FINANCIAL ADVISORS, LLC",7290857
31-DEC-2024,FLOSSBACH VON STORCH SE,1468236240
31-DEC-2024,FLOW TRADERS U.S. LLC,11041
31-DEC-2024,FLOYD FINANCIAL GROUP LLC,6333184
31-DEC-2024,FLPUTNAM INVESTMENT MANAGEMENT CO,230627385
31-DEC-2024,"FLYNN ZITO CAPITAL MANAGEMENT, LLC",9071003
31-DEC-2024,"FMA Wealth Management, LLC",469203
31-DEC-2024,FMB WEALTH MANAGEMENT,1392109
31-DEC-2024,"FNY Investment Advisers, LLC",284
31-DEC-2024,"FOCUS Wealth Advisors, LLC",2848159
31-DEC-2024,"FOLGER NOLAN FLEMING DOUGLAS CAPITAL MANAGEMENT, INC",40313103
31-DEC-2024,FORBES J M & CO LLP,65253258
31-DEC-2024,FOREFRONT WEALTH MANAGEMENT INC.,9326850
31-DEC-2024,"FORESIGHT CAPITAL MANAGEMENT ADVISORS, INC.",3697713
31-DEC-2024,FORSTA AP-FONDEN,795159750
31-DEC-2024,"FLAGSHIP HARBOR ADVISORS, LLC",28823662
31-DEC-2024,FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,531882
31-DEC-2024,FISHMAN JAY A LTD/MI,66145020
31-DEC-2024,FIRST MERCHANTS CORP,45489123
31-DEC-2024,FIRST COMMUNITY TRUST NA,8925262
31-DEC-2024,FIRST FINANCIAL BANK - TRUST DIVISION,27036025
31-DEC-2024,FIRST FINANCIAL CORP /IN/,5232501
31-DEC-2024,FIRST FOUNDATION ADVISORS,431325543
31-DEC-2024,FIRST HAWAIIAN BANK,1014129
31-DEC-2024,FIRST INTERSTATE BANK,16148087
31-DEC-2024,FIRST MANHATTAN CO. LLC.,1874285661
31-DEC-2024,FIRST NATIONAL BANK & TRUST CO OF NEWTOWN,14482726
31-DEC-2024,"FISCHER INVESTMENT STRATEGIES, LLC",297980
31-DEC-2024,FIRST NATIONAL BANK OF OMAHA,67674354
31-DEC-2024,FIRST NATIONAL BANK SIOUX FALLS,3051660
31-DEC-2024,FIRST NATIONAL CORP /MA/ /ADV,3355055
31-DEC-2024,FIRST SABREPOINT CAPITAL MANAGEMENT LP,14752500
31-DEC-2024,FIRST TRUST ADVISORS LP,1331312167
31-DEC-2024,FIRST UNITED BANK & TRUST,6405114
31-DEC-2024,FIRST WILSHIRE SECURITIES MANAGEMENT INC,1686
31-DEC-2024,Financial Enhancement Group LLC,1097160
31-DEC-2024,"Financial Freedom, LLC",2048132
31-DEC-2024,Financial Futures Ltd Liability Co.,558870
31-DEC-2024,"G2 CAPITAL MANAGEMENT, LLC / OH",1122303
31-DEC-2024,FreeGulliver LLC,971349
31-DEC-2024,"Freedom Day Solutions, LLC",6891585
31-DEC-2024,Freedom Financial Partners LLC,1062292
31-DEC-2024,"Freedom Investment Management, Inc.",10045358
31-DEC-2024,Freestone Grove Partners LP,53874866
31-DEC-2024,"Frisch Financial Group, Inc.",9510
31-DEC-2024,Front Row Advisors LLC,12498611
31-DEC-2024,"Front Street Capital Management, Inc.",4477
31-DEC-2024,Fruth Investment Management,8571
31-DEC-2024,Fulcrum Capital LLC,30988348
31-DEC-2024,"Full Sail Capital, LLC",2494859
31-DEC-2024,Fullerton Fund Management Co Ltd.,195839859
31-DEC-2024,"Fulton Bank, N.A.",44753605
31-DEC-2024,Fundsmith LLP,2607834410
31-DEC-2024,"Fusion Capital, LLC",9134232
31-DEC-2024,Fusion Family Wealth LLC,434567
31-DEC-2024,Future Financial Wealth Managment LLC,838785
31-DEC-2024,"Frazier Financial Advisors, LLC",1551037
31-DEC-2024,"Franklin, Parlapiano, Turner & Welch, LLC",10392622
31-DEC-2024,"Frank, Rimerman Advisors LLC",50740170
31-DEC-2024,"Foundry Partners, LLC",1154910
31-DEC-2024,"Foster Victor Wealth Advisors, LLC",24676700
31-DEC-2024,"Foundation Wealth Management, LLC",1654274
31-DEC-2024,"Foundation Wealth Management, LLC\PA",374247
31-DEC-2024,"Foundations Investment Advisors, LLC",72017660
31-DEC-2024,Founders Capital Management,11037701
31-DEC-2024,"Founders Financial Alliance, LLC",13244560
31-DEC-2024,"Foundry Financial Group, Inc.",685781
31-DEC-2024,"Fountainhead AM, LLC",3186310
31-DEC-2024,"Francis Financial, Inc.",2661620
31-DEC-2024,"FourThought Financial Partners, LLC",45786650
31-DEC-2024,"Fourth Dimension Wealth, LLC",1999347
31-DEC-2024,Fox Hill Wealth Management,17371766
31-DEC-2024,"Foxhaven Asset Management, LP",234552105
31-DEC-2024,"Foyston, Gordon, & Payne Inc",27588018
31-DEC-2024,Fragasso Financial Advisors Inc,27800481
31-DEC-2024,Franchise Capital Ltd,4712370
31-DEC-2024,G&S Capital LLC,2607729
31-DEC-2024,"GABELLI & Co INVESTMENT ADVISERS, INC.",885150
31-DEC-2024,"Financial Gravity Companies, Inc.",5106184
31-DEC-2024,GABELLI FUNDS LLC,223514706
31-DEC-2024,"GERMAN AMERICAN BANCORP, INC.",43968772
31-DEC-2024,"GFG Capital, LLC",7116401
31-DEC-2024,GFI Investment Counsel Ltd.,78977
31-DEC-2024,"GFS Advisors, LLC",20805000
31-DEC-2024,"GG Group Ventures, LLC",2181707
31-DEC-2024,GGM Financials LLC,976808
31-DEC-2024,"GHP Investment Advisors, Inc.",30702504
31-DEC-2024,GILDER GAGNON HOWE & CO LLC,100938768
31-DEC-2024,"GILL CAPITAL PARTNERS, LLC",3149109
31-DEC-2024,"GKV Capital Management Co., Inc.",17170224
31-DEC-2024,GLENMEDE TRUST CO NA,640691801
31-DEC-2024,"GLENVIEW CAPITAL MANAGEMENT, LLC",43688054
31-DEC-2024,GLOBAL VALUE INVESTMENT CORP.,232668
31-DEC-2024,GLOBALT Investments LLC / GA,37124555
31-DEC-2024,GLOBEFLEX CAPITAL L P,9290703
31-DEC-2024,GLYNN CAPITAL MANAGEMENT LLC,3906883
31-DEC-2024,"GM Advisory Group, LLC",24028951
31-DEC-2024,"GERBER, LLC",3013725
31-DEC-2024,GENEVA CAPITAL MANAGEMENT LLC,3124158
31-DEC-2024,"GENESIS PRIVATE WEALTH, LLC",2577566
31-DEC-2024,GARRISON BRADFORD & ASSOCIATES INC,7861000
31-DEC-2024,GABLES CAPITAL MANAGEMENT INC.,4782762
31-DEC-2024,GAGNON SECURITIES LLC,286620
31-DEC-2024,GAM Holding AG,77828711
31-DEC-2024,"GAMCO INVESTORS, INC. ET AL",53347148
31-DEC-2024,GARDNER LEWIS ASSET MANAGEMENT L P,13464396
31-DEC-2024,GARDNER RUSSO & QUINN LLC,2088533
31-DEC-2024,GARLAND CAPITAL MANAGEMENT INC,284513
31-DEC-2024,"GARRISON POINT ADVISORS, LLC",14219811
31-DEC-2024,GENERATION INVESTMENT MANAGEMENT LLP,2123321427
31-DEC-2024,GATES FOUNDATION TRUST,11994729611
31-DEC-2024,GATEWAY INVESTMENT ADVISERS LLC,598738643
31-DEC-2024,"GC Wealth Management RIA, LLC",22716896
31-DEC-2024,GDS Wealth Management,19405469
31-DEC-2024,"GEM Asset Management, LLC",4778268
31-DEC-2024,"GEN Financial Management, INC.",977459
31-DEC-2024,GENERAL AMERICAN INVESTORS CO INC,75870000
31-DEC-2024,"Foster Group, Inc.",4496182
31-DEC-2024,"Forza Wealth Management, LLC",5021124
31-DEC-2024,"Forvis Mazars Wealth Advisors, LLC",28563867
31-DEC-2024,Forum Private Client Group LLC,537437
31-DEC-2024,"Finley Financial, LLC",189708
31-DEC-2024,Finward Bancorp,5490466
31-DEC-2024,Firestone Capital Management,3599065
31-DEC-2024,First Affirmative Financial Network,5847201
31-DEC-2024,"First Bancorp, Inc /ME/",3406574
31-DEC-2024,First Bank & Trust,13388948
31-DEC-2024,First Citizens Financial Corp,3092967
31-DEC-2024,"First City Capital Management, Inc.",10976645
31-DEC-2024,"First Command Advisory Services, Inc.",10198614
31-DEC-2024,First County Bank /CT/,5190773
31-DEC-2024,First Dallas Securities Inc.,8597000
31-DEC-2024,"First Eagle Investment Management, LLC",277154771
31-DEC-2024,"First Fiduciary Investment Counsel, Inc.",35286
31-DEC-2024,First Financial Group Corp,7265256
31-DEC-2024,"First Heartland Consultants, Inc.",6135891
31-DEC-2024,"First Horizon Advisors, Inc.",9345246
31-DEC-2024,First International Bank & Trust,2466618
31-DEC-2024,"Fingerlakes Wealth Management, Inc.",2218568
31-DEC-2024,"Finer Wealth Management, Inc.",12418069
31-DEC-2024,FineMark National Bank & Trust,81918316
31-DEC-2024,"Financial Partners Group, LLC",12597949
31-DEC-2024,"Financial Guidance Group, Inc.",1303700
31-DEC-2024,"Financial Harvest, LLC",1318983
31-DEC-2024,Financial Life Planners,6289941
31-DEC-2024,"Financial Management Professionals, Inc.",2464647
31-DEC-2024,Financial Network Wealth Advisors LLC,1414554
31-DEC-2024,Financial Network Wealth Management LLC,14184
31-DEC-2024,"Financial Partners Group, Inc",17820392
31-DEC-2024,"Financial Perspectives, Inc",14135825
31-DEC-2024,Findlay Park Partners LLP,330207315
31-DEC-2024,"Financial Security Advisor, Inc.",12647271
31-DEC-2024,"Financial Sense Advisors, Inc.",7614251
31-DEC-2024,"Financial Strategies Group, Inc.",5815409
31-DEC-2024,Financial Symmetry Inc,882915
31-DEC-2024,"Financial Synergies Wealth Advisors, Inc.",1388752
31-DEC-2024,Financially Speaking Inc,18968
31-DEC-2024,"Financiere des Professionnels - Fonds d,investissement inc.",734253
31-DEC-2024,"First Long Island Investors, LLC",72538464
31-DEC-2024,"First National Advisers, LLC",35574502
31-DEC-2024,First National Bank of Hutchinson,6044732
31-DEC-2024,"Fortis Capital Advisors, LLC",14807744
31-DEC-2024,"Forbes Financial Planning, Inc.",777668
31-DEC-2024,"Forest Hill Capital, LLC",3372000
31-DEC-2024,"Formidable Asset Management, LLC",19904252
31-DEC-2024,Fort Point Capital Partners LLC,13538278
31-DEC-2024,Fort Sheridan Advisors LLC,66910857
31-DEC-2024,"ForthRight Wealth Management, LLC",909293
31-DEC-2024,"Fortis Advisors, LLC",1021295
31-DEC-2024,Fortis Capital Management LLC,127748641
31-DEC-2024,"Focused Wealth Management, Inc",4302483
31-DEC-2024,"Fortis Group Advisors, LLC",5257060
31-DEC-2024,Fortitude Advisory Group L.L.C.,11935177
31-DEC-2024,"Fortitude Family Office, LLC",3583448
31-DEC-2024,"Fortress Financial Solutions, LLC",913937
31-DEC-2024,Fortune 45 LLC,1201867
31-DEC-2024,"Fortune Financial Advisors, LLC",2687795
31-DEC-2024,"Forum Financial Management, LP",65655608
31-DEC-2024,"Foguth Wealth Management, LLC.",1699412
31-DEC-2024,Focused Investors LLC,139727250
31-DEC-2024,"First National Bank of Mount Dora, Trust Investment Services",11736246
31-DEC-2024,Five Pine Wealth Management,364548
31-DEC-2024,First National Trust Co,96903271
31-DEC-2024,First PREMIER Bank,6410
31-DEC-2024,First Pacific Financial,8928103
31-DEC-2024,First Washington CORP,9847926
31-DEC-2024,First Western Trust Bank,23382710
31-DEC-2024,Fisher Funds Management LTD,240349265
31-DEC-2024,Five Oceans Advisors,5678027
31-DEC-2024,"Fjell Capital, LLC",3529793
31-DEC-2024,Focus Partners Wealth,1104688662
31-DEC-2024,"Flagship Private Wealth, LLC",386416
31-DEC-2024,Flagstone Financial Management,2299176
31-DEC-2024,"Flaharty Asset Management, LLC",3817396
31-DEC-2024,"Flavin Financial Services, Inc.",5708192
31-DEC-2024,Flower City Capital,1205202
31-DEC-2024,Flywheel Private Wealth LLC,1418436
31-DEC-2024,"Focus Financial Network, Inc.",33422828
31-DEC-2024,"Evolution Wealth Advisors, LLC",4824961
31-DEC-2024,"Everstar Asset Management, LLC",780618
31-DEC-2024,"Crestline Management, LP",29700576
31-DEC-2024,Davis Selected Advisers,107478707
31-DEC-2024,Dakota Community Bank & Trust NA,1157439
31-DEC-2024,Dakota Wealth Management,113756460
31-DEC-2024,Dale Q Rice Investment Management Ltd,3375083
31-DEC-2024,"Dalton Investments, Inc.",2276100
31-DEC-2024,"Dana Investment Advisors, Inc.",113439952
31-DEC-2024,"Daner Wealth Management, LLC",210041
31-DEC-2024,Darden Wealth Group Inc,7731804
31-DEC-2024,"Darrow Company, Inc.",883948
31-DEC-2024,Dash Acquisitions Inc.,38718679
31-DEC-2024,David J Yvars Group,10257904
31-DEC-2024,David Kennon Inc,393919
31-DEC-2024,David Wealth Management LLC,314993
31-DEC-2024,Davidson Capital Management Inc.,3374951
31-DEC-2024,"Davidson Kahn Capital Management, LLC",2914300
31-DEC-2024,Davidson Kempner Capital Management LP,61505702
31-DEC-2024,"Davies Financial Advisors, Inc.",4177007
31-DEC-2024,Davis Capital Management,2139865
31-DEC-2024,Daiwa Securities Group Inc.,831123
31-DEC-2024,"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",7463079
31-DEC-2024,DUPONT CAPITAL MANAGEMENT CORP,59734980
31-DEC-2024,DORVAL Corp,1084678
31-DEC-2024,DOCK STREET ASSET MANAGEMENT INC,42012170
31-DEC-2024,DOHENY ASSET MANAGEMENT /CA,2622
31-DEC-2024,"DOHJ, LLC",7033624
31-DEC-2024,"DOLIVER ADVISORS, LP",2327523
31-DEC-2024,"DONALDSON CAPITAL MANAGEMENT, LLC",116321320
31-DEC-2024,"DOPKINS WEALTH MANAGEMENT, LLC",1061337
31-DEC-2024,DORCHESTER WEALTH MANAGEMENT Co,8734649
31-DEC-2024,"DOVER ADVISORS, LLC",13628360
31-DEC-2024,DUNCKER STREETT & CO INC,20329654
31-DEC-2024,"DRIVE WEALTH MANAGEMENT, LLC",10635293
31-DEC-2024,DROMS STRAUSS ADVISORS INC /MO/ /ADV,3743177
31-DEC-2024,DSM CAPITAL PARTNERS LLC,693774965
31-DEC-2024,"DT Investment Partners, LLC",26040697
31-DEC-2024,"DUDLEY & SHANLEY, INC.",4870011
31-DEC-2024,"DUDLEY CAPITAL MANAGEMENT, LLC",13945888
31-DEC-2024,DUMONT & BLAKE INVESTMENT ADVISORS LLC,12643059
31-DEC-2024,"Davis Investment Partners, LLC",1331301
31-DEC-2024,De Lisle Partners LLP,1264500
31-DEC-2024,"DMC Group, LLC",3771161
31-DEC-2024,"DeDora Capital, Inc.",8285527
31-DEC-2024,Destination Wealth Management,59277772
31-DEC-2024,"Destiny Wealth Partners, LLC",11844945
31-DEC-2024,"Detalus Advisors, LLC",3199181
31-DEC-2024,"DiNuzzo Private Wealth, Inc.",2017442
31-DEC-2024,"Diligent Investors, LLC",22497463
31-DEC-2024,"Discipline Wealth Solutions, LLC",1138276
31-DEC-2024,"Disciplined Equity Management, Inc.",181245
31-DEC-2024,"Disciplined Investors, L.L.C.",2144509
31-DEC-2024,"Divergent Planning, LLC",600572
31-DEC-2024,"Diversified Enterprises, LLC",7637896
31-DEC-2024,"Diversified Investment Strategies, LLC",4074641
31-DEC-2024,"Diversified Portfolios, Inc.",1919772
31-DEC-2024,Diversified Trust Co,93251100
31-DEC-2024,"Diversify Advisory Services, LLC",38876616
31-DEC-2024,Dixon Mitchell Investment Counsel Inc.,85584311
31-DEC-2024,"Dodds Wealth, LLC",812060
31-DEC-2024,Dodge & Cox,3819249857
31-DEC-2024,Deseret Mutual Benefit Administrators,1428042
31-DEC-2024,"Denver PWM, LLC",798763
31-DEC-2024,Dempze Nancy E,3235434
31-DEC-2024,Defined Financial Planning LLC,3005436
31-DEC-2024,"Decatur Capital Management, Inc.",21966894
31-DEC-2024,"Dechtman Wealth Management, LLC",3787074
31-DEC-2024,"DecisionMap Wealth Management, LLC",3224444
31-DEC-2024,"DecisionPoint Financial, LLC",3188643
31-DEC-2024,Decker Retirement Planning Inc.,5129966
31-DEC-2024,DeepCurrents Investment Group LLC,1559550
31-DEC-2024,"Defender Capital, LLC.",1430832
31-DEC-2024,"Del-Sette Capital Management, LLC",378788
31-DEC-2024,"Demars Financial Group, LLC",1954
31-DEC-2024,Delaney Dennis R,940788
31-DEC-2024,"Delos Wealth Advisors, LLC",5768902
31-DEC-2024,"Delphi Financial Group, Inc.",4552200
31-DEC-2024,"Delta Accumulation, LLC",10595277
31-DEC-2024,"Delta Financial Group, Inc.",20347
31-DEC-2024,Delta Global Management LP,51790127
31-DEC-2024,"Delta Investment Management, LLC",14825474
31-DEC-2024,"DMKC Advisory Services, LLC",2015192
31-DEC-2024,"DLK Investment Management, LLC",15086651
31-DEC-2024,"Evernest Financial Advisors, LLC",22637093
31-DEC-2024,"DAGCO, INC.",5329670
31-DEC-2024,"Cutler Capital Management, LLC",1220572
31-DEC-2024,"Cutter & CO Brokerage, Inc.",3245378
31-DEC-2024,"Cyndeo Wealth Partners, LLC",62151622
31-DEC-2024,"Cynosure Group, LLC",4203136
31-DEC-2024,Cypress Advisory Group LLC,6737678
31-DEC-2024,Cypress Capital Group,6175397
31-DEC-2024,Cypress Capital Management LLC (WY),1067660
31-DEC-2024,"Cypress Capital, LLC",1968405
31-DEC-2024,"Cypress Point Wealth Management, LLC",650380
31-DEC-2024,"Cypress Wealth Services, LLC",6032283
31-DEC-2024,Cyr Financial Inc.,791118
31-DEC-2024,"Cyrus J. Lawrence, LLC",37161
31-DEC-2024,Czech National Bank,679611848
31-DEC-2024,D L CARLSON INVESTMENT GROUP INC,23080171
31-DEC-2024,"D'Orazio & Associates, Inc.",9870995
31-DEC-2024,"D. SCOTT NEAL, INC.",3534564
31-DEC-2024,D.A. DAVIDSON & CO.,311706255
31-DEC-2024,"Custos Family Office, LLC",610381
31-DEC-2024,"Cushing Capital Partners, LLC",1171056
31-DEC-2024,"Curtis Advisory Group, LLC",1822854
31-DEC-2024,Crumly & Associates Inc.,1955211
31-DEC-2024,"Crew Capital Management, Ltd.",4544675
31-DEC-2024,Crews Bank & Trust,13192950
31-DEC-2024,Cromwell Holdings LLC,8211663
31-DEC-2024,Cross Staff Investments Inc,3989782
31-DEC-2024,"Crossmark Global Holdings, Inc.",172420
31-DEC-2024,"Crown Oak Advisors, LLC",377243
31-DEC-2024,"Crown Wealth Group, LLC",9427580
31-DEC-2024,Cryder Capital Partners LLP,163724088
31-DEC-2024,"Curran Financial Partners, LLC",1878163
31-DEC-2024,Crystal Rock Capital Management,5776658
31-DEC-2024,Csenge Advisory Group,25668235
31-DEC-2024,"Cullen Capital Management, LLC",98789263
31-DEC-2024,"Cunning Capital Partners, LP",2061
31-DEC-2024,Curated Wealth Partners LLC,3487493
31-DEC-2024,Curbstone Financial Management Corp,9380890
31-DEC-2024,"Curi RMB Capital, LLC",153131323
31-DEC-2024,"D.B. Root & Company, LLC",4798654
31-DEC-2024,DAHRING | CUSMANO LLC,975783
31-DEC-2024,"DKM Wealth Management, Inc.",545469
31-DEC-2024,DARK FOREST CAPITAL MANAGEMENT LP,276925
31-DEC-2024,"DENVER WEALTH MANAGEMENT, INC.",609383
31-DEC-2024,DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL INC,19621
31-DEC-2024,DEUTSCHE BANK AG\,387286002
31-DEC-2024,DF DENT & CO INC,149531266
31-DEC-2024,"DGS Capital Management, LLC",10366811
31-DEC-2024,"DHJJ Financial Advisors, Ltd.",718761
31-DEC-2024,"DHK Financial Advisors, Inc.",852913
31-DEC-2024,"DIAMANT ASSET MANAGEMENT, INC.",11818860
31-DEC-2024,DIAMOND HILL CAPITAL MANAGEMENT INC,72699056
31-DEC-2024,DIKER MANAGEMENT LLC,1429728
31-DEC-2024,DIMENSION CAPITAL MANAGEMENT LLC,3265693
31-DEC-2024,DIMENSIONAL FUND ADVISORS LP,9321328633
31-DEC-2024,DISCIPLINED GROWTH INVESTORS INC /MN,286198
31-DEC-2024,"DIVERSIFY WEALTH MANAGEMENT, LLC",18783105
31-DEC-2024,"DIVIDEND ASSETS CAPITAL, LLC",33429508
31-DEC-2024,"DIXON FNANCIAL SERVICES, INC.",2306448
31-DEC-2024,DJE Kapital AG,192811660
31-DEC-2024,DENALI ADVISORS LLC,41145824
31-DEC-2024,DELTEC ASSET MANAGEMENT LLC,28891296
