REPORTCALENDARORQUARTER,FILINGMANAGER_NAME,VALUE
31-DEC-2024,"FIDUCIARY ADVISORS, INC.",203266
31-DEC-2024,"FIDUCIARY FAMILY OFFICE, LLC",889492
31-DEC-2024,"FIDUCIARY FINANCIAL GROUP, LLC",41446845
31-DEC-2024,FIDUCIENT ADVISORS LLC,3744434
31-DEC-2024,FARMERS & MERCHANTS TRUST Co OF LONG BEACH,27383427
31-DEC-2024,FARMERS & MERCHANTS INVESTMENTS INC,114434177
31-DEC-2024,"FAMILY WEALTH PARTNERS, LLC",314798
31-DEC-2024,FAIRHOLME CAPITAL MANAGEMENT LLC,601008
31-DEC-2024,"Evernest Financial Advisors, LLC",37513530
31-DEC-2024,"Everstar Asset Management, LLC",965947
31-DEC-2024,"Evolution Advisers, Inc.",1374
31-DEC-2024,"Evolution Wealth Advisors, LLC",8790683
31-DEC-2024,Ewing Morris & Co. Investment Partners Ltd.,3134507
31-DEC-2024,Exchange Bank,5746394
31-DEC-2024,"Exchange Capital Management, Inc.",8272216
31-DEC-2024,"Executive Wealth Management, LLC",48273625
31-DEC-2024,"Exeter Financial, LLC",10887186
31-DEC-2024,"ExodusPoint Capital Management, LP",221829
31-DEC-2024,"F&V Capital Management, LLC",339
31-DEC-2024,F/M Investments LLC,111016786
31-DEC-2024,FACTORY MUTUAL INSURANCE CO,484442749
31-DEC-2024,"FAGAN ASSOCIATES, INC.",46783844
31-DEC-2024,"FAIRFIELD, BUSH & CO.",5343823
31-DEC-2024,FIGURE 8 INVESTMENT STRATEGIES LLC,7738479
31-DEC-2024,"FINANCIAL ADVISORY PARTNERS, LLC",5855070
31-DEC-2024,FINANCIAL COUNSELORS INC,351578292
31-DEC-2024,FIRST NATIONAL CORP /MA/ /ADV,16836692
31-DEC-2024,FIRST UNITED BANK & TRUST,9189162
31-DEC-2024,FIRST WILSHIRE SECURITIES MANAGEMENT INC,363
31-DEC-2024,"FISCHER INVESTMENT STRATEGIES, LLC",919238
31-DEC-2024,FISHMAN JAY A LTD/MI,266342069
31-DEC-2024,FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,674983
31-DEC-2024,"FLAGSHIP HARBOR ADVISORS, LLC",57564321
31-DEC-2024,"FLAGSHIP WEALTH ADVISORS, LLC",3545438
31-DEC-2024,FLC Capital Advisors,18290927
31-DEC-2024,"FLORIDA FINANCIAL ADVISORS, LLC",6774943
31-DEC-2024,FLOW TRADERS U.S. LLC,7241
31-DEC-2024,FLOYD FINANCIAL GROUP LLC,4362905
31-DEC-2024,FLPUTNAM INVESTMENT MANAGEMENT CO,236083220
31-DEC-2024,"FLYNN ZITO CAPITAL MANAGEMENT, LLC",20297066
31-DEC-2024,"FMA Wealth Management, LLC",2347938
31-DEC-2024,FMB WEALTH MANAGEMENT,4651379
31-DEC-2024,FIRST TRUST ADVISORS LP,837965105
31-DEC-2024,FIRST NATIONAL BANK SIOUX FALLS,5458906
31-DEC-2024,FINANCIAL LIFE ADVISORS,351840
31-DEC-2024,FIRST NATIONAL BANK OF OMAHA,67669744
31-DEC-2024,FINANCIAL MANAGEMENT NETWORK INC,16435573
31-DEC-2024,"FIRETHORN WEALTH PARTNERS, LLC",6407737
31-DEC-2024,FIRETRAIL INVESTMENTS PTY LTD,36050769
31-DEC-2024,FIRST AMERICAN BANK,163701057
31-DEC-2024,"FIRST AMERICAN TRUST, FSB",62547736
31-DEC-2024,"FIRST BUSINESS FINANCIAL SERVICES, INC.",14706666
31-DEC-2024,FIRST CITIZENS BANK & TRUST CO,140794387
31-DEC-2024,FIRST COMMUNITY TRUST NA,14650321
31-DEC-2024,FIRST FINANCIAL CORP /IN/,4473252
31-DEC-2024,FIRST FOUNDATION ADVISORS,77183410
31-DEC-2024,FIRST HAWAIIAN BANK,2646439
31-DEC-2024,FIRST INTERSTATE BANK,19315145
31-DEC-2024,FIRST MANHATTAN CO. LLC.,1638098242
31-DEC-2024,FIRST MERCHANTS CORP,56022710
31-DEC-2024,FIRST NATIONAL BANK & TRUST CO OF NEWTOWN,25526268
31-DEC-2024,Financial Advocates Investment Management,88421839
31-DEC-2024,"Financial Alternatives, Inc",3294862
31-DEC-2024,"Financial Architects, LLC",637319
31-DEC-2024,Freestate Advisors LLC,977941
31-DEC-2024,"Franklin, Parlapiano, Turner & Welch, LLC",2646439
31-DEC-2024,"Frazier Financial Advisors, LLC",3549473
31-DEC-2024,FreeGulliver LLC,1958605
31-DEC-2024,"Freedom Day Solutions, LLC",10729151
31-DEC-2024,Freedom Financial Partners LLC,15261967
31-DEC-2024,"Freedom Investment Management, Inc.",12322959
31-DEC-2024,Freedom Together Foundation,16962700
31-DEC-2024,Friday Financial,1274226
31-DEC-2024,"Fortune Financial Advisors, LLC",3536339
31-DEC-2024,Friedenthal Financial,1164002
31-DEC-2024,"Frisch Financial Group, Inc.",20945
31-DEC-2024,Front Row Advisors LLC,35457322
31-DEC-2024,Fruth Investment Management,8559
31-DEC-2024,Fulcrum Capital LLC,40075175
31-DEC-2024,"Full Sail Capital, LLC",17837166
31-DEC-2024,Fullerton Fund Management Co Ltd.,46744148
31-DEC-2024,"Frank, Rimerman Advisors LLC",74217226
31-DEC-2024,"Francis Financial, Inc.",4483360
31-DEC-2024,Fragasso Financial Advisors Inc,70739643
31-DEC-2024,Fox Hill Wealth Management,12558701
31-DEC-2024,Forum Private Client Group LLC,842469
31-DEC-2024,"Forvis Mazars Wealth Advisors, LLC",45788890
31-DEC-2024,"Forza Wealth Management, LLC",3321943
31-DEC-2024,"Foster Group, Inc.",34834690
31-DEC-2024,"Foster Victor Wealth Advisors, LLC",13328014
31-DEC-2024,"Foundation Wealth Management, LLC",3777454
31-DEC-2024,"Foundation Wealth Management, LLC\PA",1212076
31-DEC-2024,"Foundations Investment Advisors, LLC",90933524
31-DEC-2024,Founders Capital Management,9736376
31-DEC-2024,"Founders Financial Alliance, LLC",32241683
31-DEC-2024,"Foundry Financial Group, Inc.",754515
31-DEC-2024,"Foundry Partners, LLC",1219545
31-DEC-2024,"Fountainhead AM, LLC",14810841
31-DEC-2024,"FourThought Financial Partners, LLC",34061411
31-DEC-2024,"Fourth Dimension Wealth, LLC",12619623
31-DEC-2024,"Fulton Bank, N.A.",65013289
31-DEC-2024,"Fusion Capital, LLC",21005031
31-DEC-2024,Fusion Family Wealth LLC,1158443
31-DEC-2024,"GENESIS PRIVATE WEALTH, LLC",1362564
31-DEC-2024,"GERMAN AMERICAN BANCORP, INC.",46632961
31-DEC-2024,"GFG Capital, LLC",28308083
31-DEC-2024,GFI Investment Counsel Ltd.,84054
31-DEC-2024,"GG Group Ventures, LLC",1474473
31-DEC-2024,GGM Financials LLC,1836004
31-DEC-2024,"GHP Investment Advisors, Inc.",41745734
31-DEC-2024,GILDER GAGNON HOWE & CO LLC,11618566
31-DEC-2024,"GILL CAPITAL PARTNERS, LLC",4154294
31-DEC-2024,"GKV Capital Management Co., Inc.",5174679
31-DEC-2024,GLENMEDE TRUST CO NA,840738571
31-DEC-2024,GLOBAL VALUE INVESTMENT CORP.,739991
31-DEC-2024,GLOBALT Investments LLC / GA,37064253
31-DEC-2024,GLYNN CAPITAL MANAGEMENT LLC,4789282
31-DEC-2024,"GM Advisory Group, LLC",52928010
31-DEC-2024,"GODSEY & GIBB, INC",39038828
31-DEC-2024,"GERBER, LLC",7914465
31-DEC-2024,GENERAL AMERICAN INVESTORS CO INC,79132720
31-DEC-2024,Future Financial Wealth Managment LLC,2438841
31-DEC-2024,"GEN Financial Management, INC.",462457
31-DEC-2024,G&S Capital LLC,4426895
31-DEC-2024,"G2 CAPITAL MANAGEMENT, LLC / OH",7640854
31-DEC-2024,"GABELLI & Co INVESTMENT ADVISERS, INC.",375630
31-DEC-2024,GABELLI FUNDS LLC,122290103
31-DEC-2024,GABLES CAPITAL MANAGEMENT INC.,15499746
31-DEC-2024,GAM Holding AG,46489721
31-DEC-2024,"GAMCO INVESTORS, INC. ET AL",28505058
31-DEC-2024,GARDA CAPITAL PARTNERS LP,49833580
31-DEC-2024,GARDNER LEWIS ASSET MANAGEMENT L P,14711674
31-DEC-2024,GARDNER RUSSO & QUINN LLC,1453438
31-DEC-2024,"GARRISON POINT ADVISORS, LLC",13753317
31-DEC-2024,GATEWAY INVESTMENT ADVISERS LLC,694419668
31-DEC-2024,"GC Wealth Management RIA, LLC",27334595
31-DEC-2024,GDS Wealth Management,26205715
31-DEC-2024,"GEM Asset Management, LLC",4740212
31-DEC-2024,"Forum Financial Management, LP",152162430
31-DEC-2024,Fortune 45 LLC,3495061
31-DEC-2024,"Financial Avengers, Inc.",25239007
31-DEC-2024,First Affirmative Financial Network,6823678
31-DEC-2024,"Financial Synergies Wealth Advisors, Inc.",5201833
31-DEC-2024,Financially Speaking Inc,83471
31-DEC-2024,FineMark National Bank & Trust,143880814
31-DEC-2024,"Finer Wealth Management, Inc.",17199785
31-DEC-2024,"Fingerlakes Wealth Management, Inc.",8735463
31-DEC-2024,Finward Bancorp,3571239
31-DEC-2024,Firestone Capital Management,4294484
31-DEC-2024,"First Bancorp, Inc /ME/",6043639
31-DEC-2024,"Fortress Wealth Management, Inc.",3140226
31-DEC-2024,First Bank & Trust,3872244
31-DEC-2024,First Citizens Financial Corp,5941215
31-DEC-2024,"First City Capital Management, Inc.",5169616
31-DEC-2024,"First Command Advisory Services, Inc.",9829236
31-DEC-2024,First County Bank /CT/,5454648
31-DEC-2024,First Dallas Securities Inc.,17881000
31-DEC-2024,"First Fiduciary Investment Counsel, Inc.",1431
31-DEC-2024,"Financial Strategies Group, Inc.",7866051
31-DEC-2024,"Financial Sense Advisors, Inc.",1776561
31-DEC-2024,"Financial Security Advisor, Inc.",13544389
31-DEC-2024,"Financial Perspectives, Inc",16187900
31-DEC-2024,"Financial Connections Group, Inc.",6064
31-DEC-2024,"Financial Council, LLC",12590365
31-DEC-2024,Financial Engines Advisors L.L.C.,39002090
31-DEC-2024,Financial Enhancement Group LLC,11784194
31-DEC-2024,"Financial Freedom, LLC",2887346
31-DEC-2024,Financial Futures Ltd Liability Co.,768626
31-DEC-2024,"Financial Gravity Companies, Inc.",8806470
31-DEC-2024,"Financial Guidance Group, Inc.",1687831
31-DEC-2024,"Financial Harvest, LLC",2541972
31-DEC-2024,Financial Life Planners,7211174
31-DEC-2024,"Financial Management Professionals, Inc.",5682381
31-DEC-2024,Financial Network Wealth Advisors LLC,2279573
31-DEC-2024,Financial Network Wealth Management LLC,18803
31-DEC-2024,"Financial Partners Group, Inc",26230168
31-DEC-2024,"Financial Partners Group, LLC",7643352
31-DEC-2024,First Financial Group Corp,6511000
31-DEC-2024,"First Heartland Consultants, Inc.",16594678
31-DEC-2024,"First Horizon Advisors, Inc.",11878033
31-DEC-2024,Focus Partners Wealth,1409420449
31-DEC-2024,"Foguth Wealth Management, LLC.",2402679
31-DEC-2024,Fonville Wealth Management LLC,5732344
31-DEC-2024,"Forbes Financial Planning, Inc.",75122008
31-DEC-2024,Forge First Asset Management Inc.,9063756
31-DEC-2024,"Formidable Asset Management, LLC",54149582
31-DEC-2024,Fort Point Capital Partners LLC,21045346
31-DEC-2024,Fort Sheridan Advisors LLC,73105308
31-DEC-2024,"ForthRight Wealth Management, LLC",2536545
31-DEC-2024,"Fortis Advisors, LLC",1758620
31-DEC-2024,"Fortis Capital Advisors, LLC",17179234
31-DEC-2024,Fortis Capital Management LLC,13308851
31-DEC-2024,"Fortis Group Advisors, LLC",17076270
31-DEC-2024,Fortitude Advisory Group L.L.C.,7454233
31-DEC-2024,"Fortitude Family Office, LLC",38704429
31-DEC-2024,"Fortress Financial Solutions, LLC",4181441
31-DEC-2024,"Focused Wealth Management, Inc",26300271
31-DEC-2024,"Focus Financial Network, Inc.",98777437
31-DEC-2024,First International Bank & Trust,854683
31-DEC-2024,Flywheel Private Wealth LLC,2387821
31-DEC-2024,"First Long Island Investors, LLC",39318444
31-DEC-2024,"First National Advisers, LLC",42325385
31-DEC-2024,First National Bank of Hutchinson,8060519
31-DEC-2024,"First National Bank of Mount Dora, Trust Investment Services",16231222
31-DEC-2024,First National Trust Co,144157778
31-DEC-2024,First Pacific Financial,3515518
31-DEC-2024,First Washington CORP,1389831
31-DEC-2024,First Western Trust Bank,27744533
31-DEC-2024,Fisher Funds Management LTD,93105485
31-DEC-2024,Five Oceans Advisors,7548034
31-DEC-2024,"Flagship Private Wealth, LLC",1344552
31-DEC-2024,Flagstone Financial Management,3099520
31-DEC-2024,"Flaharty Asset Management, LLC",3171712
31-DEC-2024,"Flavin Financial Services, Inc.",5397109
31-DEC-2024,Flower City Capital,3463871
31-DEC-2024,"Everhart Financial Group, Inc.",27227543
31-DEC-2024,"Evergreen Wealth Solutions, LLC",5163972
31-DEC-2024,"Evergreen Wealth Management, LLC",3219724
31-DEC-2024,Dash Acquisitions Inc.,9100254
31-DEC-2024,Daiwa Securities Group Inc.,923855
31-DEC-2024,Dakota Community Bank & Trust NA,706184
31-DEC-2024,Dale Q Rice Investment Management Ltd,55167018
31-DEC-2024,"Dana Investment Advisors, Inc.",155414570
31-DEC-2024,"Daner Wealth Management, LLC",819066
31-DEC-2024,Darden Wealth Group Inc,10219689
31-DEC-2024,"Darrow Company, Inc.",851727
31-DEC-2024,"Dauntless Investment Group, LLC",6410752
31-DEC-2024,"DMC Group, LLC",13088702
31-DEC-2024,David J Yvars Group,5396142
31-DEC-2024,David Kennon Inc,2262809
31-DEC-2024,David Wealth Management LLC,1617867
31-DEC-2024,Davidson Capital Management Inc.,3736300
31-DEC-2024,"Davidson Kahn Capital Management, LLC",3961074
31-DEC-2024,Davidson Kempner Capital Management LP,10016800
31-DEC-2024,"Davies Financial Advisors, Inc.",8318769
31-DEC-2024,"DURANTE & WATERS, LLC",1442865
31-DEC-2024,DUPONT CAPITAL MANAGEMENT CORP,68259484
31-DEC-2024,DUNCKER STREETT & CO INC,20286561
31-DEC-2024,DUMONT & BLAKE INVESTMENT ADVISORS LLC,17584329
31-DEC-2024,DOCK STREET ASSET MANAGEMENT INC,62863515
31-DEC-2024,DOHENY ASSET MANAGEMENT /CA,17027
31-DEC-2024,"DOHJ, LLC",5360515
31-DEC-2024,"DOLIVER ADVISORS, LP",6491071
31-DEC-2024,"DONALDSON CAPITAL MANAGEMENT, LLC",139451899
31-DEC-2024,"DOPKINS WEALTH MANAGEMENT, LLC",3245208
31-DEC-2024,DORCHESTER WEALTH MANAGEMENT Co,52037884
31-DEC-2024,DORVAL Corp,435480
31-DEC-2024,"DOVER ADVISORS, LLC",13556988
31-DEC-2024,"DRH Investments, Inc.",45551
31-DEC-2024,"DRIVE WEALTH MANAGEMENT, LLC",16592746
31-DEC-2024,DROMS STRAUSS ADVISORS INC /MO/ /ADV,3778746
31-DEC-2024,DSM CAPITAL PARTNERS LLC,414925154
31-DEC-2024,"DT Investment Partners, LLC",10913059
31-DEC-2024,"DUDLEY CAPITAL MANAGEMENT, LLC",15897926
31-DEC-2024,Davis Capital Management,3581700
31-DEC-2024,"Davis Investment Partners, LLC",5257602
31-DEC-2024,"DeDora Capital, Inc.",14915281
31-DEC-2024,"Detalus Advisors, LLC",5240457
31-DEC-2024,"Diligent Investors, LLC",20829223
31-DEC-2024,Disciplina Capital Management LLC,146667
31-DEC-2024,"Discipline Wealth Solutions, LLC",2347521
31-DEC-2024,"Disciplined Equity Management, Inc.",166780
31-DEC-2024,"Disciplined Investors, L.L.C.",3087220
31-DEC-2024,"Divergent Planning, LLC",2141598
31-DEC-2024,"Diversified Enterprises, LLC",16524242
31-DEC-2024,"Diversified Investment Strategies, LLC",634815
31-DEC-2024,Diversified Trust Co,163572334
31-DEC-2024,"Diversify Advisory Services, LLC",61302301
31-DEC-2024,Dixon Mitchell Investment Counsel Inc.,44883027
31-DEC-2024,"Dodds Wealth, LLC",3095458
31-DEC-2024,Dodge & Cox,5977025
31-DEC-2024,"Dominguez Wealth Management Solutions, Inc.",18285838
31-DEC-2024,"Donald L. Hagan, LLC",1530567
31-DEC-2024,"DiNuzzo Private Wealth, Inc.",3209760
31-DEC-2024,"Destiny Wealth Partners, LLC",17571810
31-DEC-2024,"Dean, Jacobson Financial Services, LLC",504096
31-DEC-2024,Destination Wealth Management,208391334
31-DEC-2024,"Deane Retirement Strategies, Inc.",426716
31-DEC-2024,"Decatur Capital Management, Inc.",28426426
31-DEC-2024,"Dechtman Wealth Management, LLC",5833836
31-DEC-2024,"DecisionMap Wealth Management, LLC",3736869
31-DEC-2024,"DecisionPoint Financial, LLC",3503500
31-DEC-2024,Decker Retirement Planning Inc.,8844681
31-DEC-2024,"Defender Capital, LLC.",1802094
31-DEC-2024,Defined Financial Planning LLC,2776321
31-DEC-2024,"Del-Sette Capital Management, LLC",4073512
31-DEC-2024,"Delos Wealth Advisors, LLC",6774282
31-DEC-2024,"Delta Accumulation, LLC",9320000
31-DEC-2024,"Delta Financial Group, Inc.",111420
31-DEC-2024,"Delta Investment Management, LLC",15731756
31-DEC-2024,"Demars Financial Group, LLC",41403
31-DEC-2024,"Denver PWM, LLC",891573
31-DEC-2024,"DMKC Advisory Services, LLC",2228244
31-DEC-2024,"DLK Investment Management, LLC",17809583
31-DEC-2024,"Dorsal Capital Management, LP",375630000
31-DEC-2024,"Cypress Point Wealth Management, LLC",1836356
31-DEC-2024,"Cutter & CO Brokerage, Inc.",8082523
31-DEC-2024,"Cyndeo Wealth Partners, LLC",45669492
31-DEC-2024,"Cynosure Group, LLC",2432987
31-DEC-2024,Cypress Advisory Group LLC,3489741
31-DEC-2024,Cypress Capital Group,3974083
31-DEC-2024,Cypress Capital Management LLC (WY),20770586
31-DEC-2024,"Cypress Capital, LLC",7563649
31-DEC-2024,"Cypress Wealth Services, LLC",33551320
31-DEC-2024,"DKM Wealth Management, Inc.",5345446
31-DEC-2024,Cyr Financial Inc.,964013
31-DEC-2024,"Cyrus J. Lawrence, LLC",26129
31-DEC-2024,Czech National Bank,820760565
31-DEC-2024,D L CARLSON INVESTMENT GROUP INC,25667967
31-DEC-2024,"D'Orazio & Associates, Inc.",10517531
31-DEC-2024,"D. SCOTT NEAL, INC.",1714632
31-DEC-2024,D.A. DAVIDSON & CO.,379434845
31-DEC-2024,"Custos Family Office, LLC",3863759
31-DEC-2024,"Cushing Capital Partners, LLC",2219623
31-DEC-2024,"Curtis Advisory Group, LLC",3180835
31-DEC-2024,"Curran Financial Partners, LLC",6457162
31-DEC-2024,"Crestline Management, LP",2530244
31-DEC-2024,Crestmont Private Wealth LLC,728221
31-DEC-2024,"Crestwood Advisors Group, LLC",364856270
31-DEC-2024,"Crew Capital Management, Ltd.",7210235
31-DEC-2024,Crews Bank & Trust,19582343
31-DEC-2024,Cromwell Holdings LLC,10250692
31-DEC-2024,Cross Staff Investments Inc,11135098
31-DEC-2024,"Crown Oak Advisors, LLC",1080061
31-DEC-2024,"Crown Wealth Group, LLC",7425703
31-DEC-2024,Crumly & Associates Inc.,4864008
31-DEC-2024,Csenge Advisory Group,45577949
31-DEC-2024,"Cullen Capital Management, LLC",1588664
31-DEC-2024,"Cunning Capital Partners, LP",2176
31-DEC-2024,Curated Wealth Partners LLC,9747851
31-DEC-2024,"Curi RMB Capital, LLC",76210937
31-DEC-2024,"D.B. Root & Company, LLC",10451472
31-DEC-2024,"DAGCO, INC.",11610320
31-DEC-2024,DAHRING | CUSMANO LLC,602546
31-DEC-2024,DENALI ADVISORS LLC,40234731
31-DEC-2024,DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL INC,18710
31-DEC-2024,DEUTSCHE BANK AG\,194895375
31-DEC-2024,DF DENT & CO INC,23445823
31-DEC-2024,"DGS Capital Management, LLC",14030316
31-DEC-2024,"DHJJ Financial Advisors, Ltd.",2520443
31-DEC-2024,"DHK Financial Advisors, Inc.",847606
31-DEC-2024,"DIAMANT ASSET MANAGEMENT, INC.",35410139
31-DEC-2024,DIKER MANAGEMENT LLC,3291020
31-DEC-2024,DIMENSION CAPITAL MANAGEMENT LLC,5621820
31-DEC-2024,DIMENSIONAL FUND ADVISORS LP,11699482432
31-DEC-2024,DISCIPLINED GROWTH INVESTORS INC /MN,366615
31-DEC-2024,"DIVERSIFY WEALTH MANAGEMENT, LLC",23912037
31-DEC-2024,"DIVIDEND ASSETS CAPITAL, LLC",5281207
31-DEC-2024,"DIXON FNANCIAL SERVICES, INC.",4234896
31-DEC-2024,DJE Kapital AG,136026766
31-DEC-2024,"DENVER WEALTH MANAGEMENT, INC.",8266968
31-DEC-2024,DELTEC ASSET MANAGEMENT LLC,7191061
31-DEC-2024,DAVENPORT & Co LLC,336227981
31-DEC-2024,DELTA FINANCIAL ADVISORS LLC,17344661
31-DEC-2024,DAVIDSON INVESTMENT ADVISORS,95585707
31-DEC-2024,DAVIDSON TRUST CO,14492807
31-DEC-2024,DAVIS R M INC,281358912
31-DEC-2024,"DAYMARK WEALTH PARTNERS, LLC",379707902
31-DEC-2024,"DBK Financial Counsel, LLC",1388471
31-DEC-2024,"DCF Advisers, LLC",2003360
31-DEC-2024,"DCM Advisors, LLC",18658066
31-DEC-2024,"DDD Partners, LLC",41224896
31-DEC-2024,"DDFG, Inc",6114326
31-DEC-2024,DE BURLO GROUP INC,36086023
31-DEC-2024,DEARBORN PARTNERS LLC,146788753
31-DEC-2024,"DEEPWATER ASSET MANAGEMENT, LLC",1916715
31-DEC-2024,"DEFINE FINANCIAL, LLC",225062
31-DEC-2024,"DEFINED WEALTH MANAGEMENT, LLC",2818618
31-DEC-2024,DELTA ASSET MANAGEMENT LLC/TN,13034817
31-DEC-2024,"Donor Advised Charitable Giving, Inc.",2046683
31-DEC-2024,Dougherty Wealth Advisers LLC,5613415
31-DEC-2024,Evergreen Private Wealth LLC,6395525
31-DEC-2024,"Ellevest, Inc.",19248265
31-DEC-2024,Elgethun Capital Management,4185366
31-DEC-2024,Elios Financial Group Inc.,4358624
31-DEC-2024,"Eliot Finkel Investment Counsel, LLC",1963293
31-DEC-2024,Elite Life Management LLC,1449431
31-DEC-2024,"Elite Wealth Management, Inc.",44476688
31-DEC-2024,"Elk River Wealth Management, LLC",26676992
31-DEC-2024,Ellenbecker Investment Group,9239956
31-DEC-2024,"Ellis Investment Partners, LLC",24347605
